name,start_date,end_date,location,address,locality,country,latitude,longitude,capacity,price,genre,lineup,state
ADE Stealth Experience ,2007-10-20T22:00,2007-10-21T05:00,BG,Oosterdokskade 3-5,Amsterdam,NL,52.375918,4.907437,,"Presale: 12,00 excl. fee",,"Laidback Luke, Jesse Garcia (ES), Funkerman, Tom de Neef (BE), Eddie Thoneick (GE), Bush II Bush (GE), Muzzaik (HU), Agent Greg (GR), Bas Jansen",
ADE Vektormusik / Alog / Lijn5 Selector ,2007-10-20T21:00,2007-10-21T03:00,Bimhuis,Piet Heinkade 3,Amsterdam,NL,52.375765,4.924412,,,"Drum 'n Bass,  Jazz,  Hip Hop","Badrun (DK), Vektormusik (DK), Alog (NO), Lijn5 Selector",
ADE Appletree Live at the BBQ ,2007-10-20T20:00,2007-10-21T04:00,Bitterzoet,Spuistraat 2,Amsterdam,NL,52.372263,4.88949,,"Presale: 8,50 excl. feeDoor:   8,50","Hip Hop,  Funk,  Soul","Lil'Vic, Danny de Funk & De Reiger",
ADE Amercian Radio Area54 ,2007-10-20T22:00,2007-10-21T03:00,Cafe Max,Max Euweplein 12,Amsterdam,NL,,,,Free entrance,,"Mike Vee (USA), Tim Reque (USA)",
ADE Swedish House Mafia ,2007-10-20T22:00,2007-10-21T04:00,Cineac,Reguliersbreestraat 31-33,Amsterdam,NL,52.366547,4.894856,520,"Presale: 20,00 excl. feeDoor:  25,00",House,,
ADE Club Rascal ,2007-10-20T22:00,2007-10-21T04:00,Club 8,Admiraal de Ruijterweg 56 B,Amsterdam,NL,52.371242,4.86195,400,"Presale: 7,50 excl. feeDoor:   7,50","Electro,  Rock","Clor's Barry (UK), Dash & Bx",
Hip Pop ,2007-10-20T23:00,2007-10-21T04:00,Club LA,Kerkstraat 50 - 52,Amsterdam,NL,52.365339,4.885535,250,"Door:   5,00",House,,
ADE Morning Dance Event ,2007-10-20T06:00,2007-10-20T12:00,Club Latido,Buikslotermeerplein 7/9,Amsterdam,NL,52.398663,4.93827,1000,,"House,  Electro",DJ SIM & DJ Miss Wendy,
Hard In Nederland: Classified ,2007-10-20T23:00,,Club Latido,Buikslotermeerplein 7/9,Amsterdam,NL,52.398663,4.93827,1000,"Presale: 15,00 excl. feeDoor:  20,00","Hardcore,  Oldschool,  Bass","Abyss, Baba, Bartello, Bass-D, Bika, Bounthyhunter, Buzz Fuzz, Champ-E-On, Chosen Few, Cold Fusion, D-Rich, Dano, Dennis R, Djay Alias, Dr.rude, Erim, Harrar, Isolator, J-Lines, Justino, Marlice, Micha B, Minimaster, Revolver, Robbie Magura, Nosferatu, The Rapist, Thunder Gods Of Asgard, Turn Table Terrorrizersz, Zeno, Mc Doa, Mc Intelectual Killer, Mc Ub",
Playground ,2007-10-20T21:00,2007-10-21T04:00,Club Meander,Voetboogstraat 3,Amsterdam,NL,,,,"Door:   5,00",,"Jord, Fonker69 & Jen-Hurr",
"High-School ""media Frenzy"" ",2007-10-20T23:00,2007-10-21T04:00,De Kring,Kleine Gartmansplantsoen 7-9,Amsterdam,NL,52.363575,4.883355,300,"Door:   7,00","POP,  70s,  80s,  90s,  Now",,
ADE Framebusters ,2007-10-20T23:00,2007-10-21T05:00,Escape,Rembrandtplein 11,Amsterdam,NL,52.366428,4.896349,1300,,,"Dennis Ferrer (USA), Raymundo, Ron Carroll (USA), MC Yanto, Risk Soundsystem, Ryan Marciano & Sunnery James, Leroy Styles, Michel de Hey & friends",
ADE Baguette Frappant ,2007-10-20T23:00,2007-10-21T06:00,Fantasio,Prins Hendrikkade 142,Amsterdam,NL,52.373052,4.907172,1100,,,"Parra Soundsystem ft. Mr. Wix, Tom Trago, Parra, MC Lyrical Tie & MC Gee, Pilooski",
ADE Fightclubclub #8 ,2007-10-20T22:00,2007-10-21T05:00,Flex Bar,Pazzanistraat 1,Amsterdam,NL,52.385827,4.871706,,,,,
Crazyland 8 jaar ,2007-10-20T22:00,2007-10-21T07:00,Heineken Music Hall,Arena Boulevard 1,Amsterdam,NL,,,7000,,Bass,,
ADE Hed Kandi ,2007-10-20T22:00,2007-10-21T06:00,Hotel Arena,'s-Gravesandestraat 51,Amsterdam,NL,52.360576,4.915968,,"Presale: 20,00 excl. feeDoor:  25,00",,,
ADE The Wild Woo West Special ,2007-10-20T23:00,2007-10-21T04:00,Jimmy Woo,Korte Leidsedwarsstraat 18,Amsterdam,NL,52.364116,4.883464,550,,,"Dj Karizma (USA), Dj Leroy Rey",
ADE Klinch ,2007-10-20T22:00,2007-10-21T06:00,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,,,,
ADE Crackhouse vs. Mood Elevator ,2007-10-20T23:00,2007-10-21T06:00,MS Stubnitz,Neveritaweg,Amsterdam,NL,52.401412,4.89436,,"Presale: 12,50 excl. feeDoor:  15,00",,"Luke Solomon, Pitto, Petter, Benny Rodrigues, Darko Esser, Warren Fellow, Brent Roozendaal, Carlos Valdes,  Aron Friedman, Zoëxenia",
ADE Girlslovedjs ,2007-10-20T23:00,2007-10-21T05:00,Odeon Theater,Singel 460,Amsterdam,NL,,,750,"Presale: 13,00 excl. feeDoor:  15,00",,"Mr. Baguz, Tom Damienlo, Mr. Speak, Off The Wall, The Flexican, Missinglinks & Rubywax, Melly Mell vs Manga",
ADE Kiss Off / Basserk Labelnight ,2007-10-20T22:00,2007-10-21T05:00,OT301,Overtoom 301,Amsterdam,NL,52.360186,4.865394,400,"Door:  10,00",,"3-1 (live), Bogusman (BE), Three Cheers for Dirty (live) (FR), DJ $jammie the Mony, DJ MNO",
Het Ronnie Oktoberfest ,2007-10-20T20:30,2007-10-21T04:00,Pakhuis Wilhelmina,Veemkade 576,Amsterdam,NL,52.374876,4.93445,300,"Presale: 7,50 excl. feeDoor:   7,50",,"Kuit, zZz, The Obesitasmanian Devils",
ADE Sneakerz: 1Management Labelnight ,2007-10-20T23:00,2007-10-21T04:00,Panama,Oostelijke handelskade 4,Amsterdam,NL,52.374931,4.930309,1000,"Presale: 15,00 excl. fee",House,,
ADE Oi! presents Dub-Attack ,2007-10-20T00:00,2007-10-20T05:00,Paradiso,Weteringschans 6-8,Amsterdam,NL,52.362277,4.883945,1300,"Presale: 15,00 excl. feeDoor:  15,00","Dubstep,  Grime","Digital Mystikz, Dmz (UK), Skream, Tempa Records (UK), Plastician, Terror Rhythm (UK), Dj Gomes, Oi Pirate Radio, MC Sgt Pokes",
Rawhide ,2007-10-20T00:00,2007-10-20T05:00,Paradiso,Weteringschans 6-8,Amsterdam,NL,52.362277,4.883945,1300,"Door:  15,00","Jungle,  Drum'n' Bass,  Grime,  Dubstep",,
ADE Le Club ,2007-10-20T21:30,2007-10-21T00:00,Rain,Rembrandtplein 44,Amsterdam,NL,52.365901,4.897413,,"Door:  10,00",,"Zoe Noa, Godard, De La Fresco",
ADE Nouveau Riche ,2007-10-20T23:00,2007-10-21T05:00,Sinners,Wagenstraat 3-7,Amsterdam,NL,52.366729,4.899401,,"Door:  12,00",,"Mr. Speak, Mel (off the Wall), Royalistic, Brian Chundro, Santos, Free, Sofunky, Unisex Inc (Dj Marcella & Dj Virgil), Dwight_DNA vs. Raoul Spiro b2b",
ADE Welcome to the Future ,2007-10-21T00:00,,Studio 80,Rembrandtplein 17,Amsterdam,NL,52.366253,4.897123,400,,,"Amsterdam 661, Le Clic, Jobez (Quazar), Dorine Dorado",
ADE Ichione & Counter Intelligence Present ,2007-10-20T21:00,2007-10-21T04:00,Studio/K,Timorplein 62,Amsterdam,NL,52.365581,4.935035,500,"Presale: 8,00 excl. feeDoor:  10,00","Hardcore,  Jungle,  D,  B,  Techno,  Garage,  Dubstep,  Ravestep",,
ADE Electronation presents:Audiomatique Labelnight ,2007-10-20T22:00,2007-10-21T05:00,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,"Presale: 10,00 excl. feeDoor:  15,00","Electro,  Techno","Martinez, Jussi-Pekka, P. van Dongen, Terry Toner, Dirt Crew, Adultnapper, Robert Babicz",
ADE Sound Architecture & Karma Productions ,2007-10-20T23:00,2007-10-21T05:00,Supper,Jonge Roelensteeg 21,Amsterdam,NL,52.367547,4.888833,,"Presale: 10,00 excl. feeDoor:  10,00","House,  Minimal,  Techno","Monomachine Live,  Dollkraut,  Taras,  Steven P,  Philip Young,  Joachim,  Jeng Do,  Jama,  Boris Ross,  Alexi Delano",
ADE Bellissimo & Anna Agency presents ,2007-10-20T21:00,,The Mansion,Hobbemastraat 2,Amsterdam,NL,52.361452,4.882344,,"Door:  12,00","House,  Electro","Olav Bososki, Tony Cha Cha, Ronald Molendijk, Bobby Burns, Andy Callister, Jesse Voorn, Lin, Sebastian Sleebos, Miss Sugaware",
ADE Subliminal Sessions: Erick Morillo ,2007-10-20T23:00,2007-10-21T05:00,The Powerzone,Daniel Goedkoopstr. 1-3,Amsterdam,NL,52.343369,4.918505,3500,"Presale: 27,00 excl. fee",House,"Erick Morillo (USA), Sarah Main (SP), Roog, Laidback Luke, Erick E, Lucien Foort, Baggi Begovic, Leroy Styles, Ryan Marciano, Sunnery James, Jasper Clash, Jordi Galano",
ADE Cocoon Goes Amsterdam ,2007-10-20T22:30,2007-10-21T07:00,The Sand,Rhoneweg 36/1,Amsterdam,NL,52.390402,4.824743,3000,"Presale: 27,50 excl. feeDoor:  35,00","Electro,  Techno",,
ADE Stonebridge & friends ,2007-10-20T22:00,2007-10-21T04:00,The Zebra,Korte Leidsedwarsstraat 14,Amsterdam,NL,52.364116,4.883464,,"Door:  10,00",,StoneBridge & Friends|-|22.00 - 23.30 Robert Feelgood |-|23.30 - 00.00 V!nk |-|00.00 - 01.00 Lil' Joey (UK) |-|01.00 - 03.00 StoneBridge (SW) |-|03.00 - 04.00 Chris Kaeser (FR) |-||-|Independent Bookings Showcase|-|00.00 - 00.45 Rishi Romero |-|00.45 - 01.45 Irwan|-|01.45 - 02.30 Quintino |-|02.30 - 03.15 Flava |-|03.15 - 04.00 Orlando,
ADE TWSTD & Alter Music Special ,2007-10-20T20:00,2007-10-21T01:00,TWSTd,Weteringschans 157,Amsterdam,NL,52.359747,4.889935,200,Free entrance,,"Jerome, Reece, Freddy's Pool, Sven & Tettero",
ADE All is One ,2007-10-20T22:00,2007-10-21T04:00,Westerliefde,Klönne plein 4-6,Amsterdam,NL,52.387031,4.86956,,"Presale: 12,50 excl. feeDoor:  15,00",,"Vince Watson, Dj Isis, Arjuna Schiks (live), Philip Young",
ADE Voidd ,2007-10-20T21:00,2007-10-21T09:00,Winston Int.,Warmoesstraat 131,Amsterdam,NL,,,,"Door:  10,00","Minimal,  Techhouse,  Techno,  Electro","Chris Tietjen, De Man Zonder Schaduw (3hr. set), Stikka (live), Lupe, Mr. Manoah, Steady Douglas (live), Gruis & Luxaflex, DJ Moritz",
ADE Rock & Rave Slave 2007 ,2007-10-19T22:30,2007-10-20T04:00,11e verdieping TPG gebouw,Oosterdokskade 3-5,Amsterdam,NL,52.375918,4.907437,400,,Eclectic,"Arthur Baker (USA), Joost van Bellen, Speakerjunk (UK), Tommie Sunshine (USA), Ascii.Disko, Adept, The Scandals (DE)",
ADE Loose Records Label Party ,2007-10-19T22:00,2007-10-20T05:00,Akhnaton,Nieuwezijds Kolk 25,Amsterdam,NL,52.376272,4.894322,300,,"House,  Minimal,  Techno","DJ Sun-E (Pitch Club, nl) & Dexon (InDeep'n'Dance Records, nl)|-|Maurizio Vitiello (Loose Records, i) & Uto Karem (Loose Records, i)|-|Rino Cerrone (Loose Records, i)",
ADE Labellicious Meet & Greet ,2007-10-19T14:00,2007-10-19T21:00,Betty Asfalt Complex,Nieuwezijdse Voorburgwal 282,Amsterdam,NL,52.371129,4.890041,,Free entrance,,"Victor Coral, Philip Young, Dennis Ruyer, Leo Moreno, Zoe Noa, Boy Bianchi, Flowers Greenfield, David Wagemaker, Jordi Bouman, Franklin Reeves, Van Meeteren & Hyde, Maasman, G.A.B.Y., Ashtar Complex, Begnor, Niels'C, Dulac",
ADE Mn2s ,2007-10-19T22:00,2007-10-20T04:00,BG,Oosterdokskade 3-5,Amsterdam,NL,52.375918,4.907437,,"Presale: 20,00 excl. fee",,"Fedde Le Grand, Seamus Haji, Michael Gray, Bodyrox",
ADE Machinefabriek / Pierre Bastien / ... ,2007-10-19T21:00,2007-10-20T03:00,Bimhuis,Piet Heinkade 3,Amsterdam,NL,52.375765,4.924412,,,"Drum 'n Bass,  Jazz,  Hip Hop","Machinefabriek, Pierre Bastien (FR), Not Applicable (UK), Lijn5 Selector",
ADE Rednosedistrikt Goes International! ,2007-10-19T22:00,2007-10-20T04:00,Bitterzoet,Spuistraat 2,Amsterdam,NL,52.372263,4.88949,,,"Electro,  Soul",Rednose Distrikt|-|Djs Aardvarck & Steven de Peven,
ADE Perestroika Sound System ,2007-10-19T21:00,2007-10-20T02:00,Catacomb Amsterdam,Haarlemmerstraat 124c,Amsterdam,NL,52.380943,4.890287,,"Presale: 8,00 excl. feeDoor:   8,00",,DJ Tomski & DJ Tijsco,
ADE Cineac & PLAY presents David Guetta ,2007-10-19T22:00,2007-10-20T04:00,Cineac,Reguliersbreestraat 31-33,Amsterdam,NL,52.366547,4.894856,520,"Door:  20,00",,"David Guetta (FR), Chuckie, Jaziah",
ADE Sender Label Night ,2007-10-19T22:00,2007-10-20T06:00,Club 8,Admiraal de Ruijterweg 56 B,Amsterdam,NL,52.371242,4.86195,400,"Presale: 10,00 excl. feeDoor:  12,50","Techno,  Minimal","Renzo (NL), Metope (DE), Benno Blome (DE), Esther (DE)",
ADE Uit (Urban Is Terug ) ,2007-10-19T23:00,2007-10-20T05:00,Club More Amor,Rozengracht 133,Amsterdam,NL,52.372898,4.878673,800,"Door:  15,00",Urban,"Waxfiend,  Mba,  Jah,  Diego Armando,  Johnny Deff",
ADE Hertz_ ,2007-10-19T22:00,2007-10-20T05:00,Club NL,Nieuwezijds Voorburgwal 169,Amsterdam,NL,52.372064,4.891011,,"Door:  10,00",,,
ADE Marco V presents ,2007-10-19T22:00,2007-10-20T05:30,Escape,Rembrandtplein 11,Amsterdam,NL,52.366428,4.896349,1300,"Presale: 18,00 excl. feeDoor:  18,00",,,
ADE Fantasio Lounge ,2007-10-19T17:00,2007-10-20T04:00,Fantasio,Prins Hendrikkade 142,Amsterdam,NL,52.373052,4.907172,1100,,"Triphop,  Cabaret","DJ Iwan, Germaniaxx (DE/UK), DJ Iwan, Moodak (live), Dubrovnik (UK, live)",
ADE Arter invites: Bpitch Control! ,2007-10-19T23:00,2007-10-20T05:00,Flex Bar,Pazzanistraat 1,Amsterdam,NL,52.385827,4.871706,,"Door:   8,00",,,
ADE Groove Armada ,2007-10-19T20:00,2007-10-19T23:00,Heineken Music Hall,Arena Boulevard 1,Amsterdam,NL,,,7000,,"house,  pop,  funk","Groove Armada (UK), Roisin Murphy (UK)",
ADE Fire! ,2007-10-19T23:00,2007-10-20T06:00,Hotel Arena,'s-Gravesandestraat 51,Amsterdam,NL,52.360576,4.915968,,"Presale: 20,00 excl. feeDoor:  25,00",,"Marnix, Mason (live), John Acquaviva (can), Michel De Hey, Secret Cinema (live), Frederik Abas, Jeroenski, Dj Prom",
ADE Enter the woo ,2007-10-19T23:00,2007-10-20T05:00,Jimmy Woo,Korte Leidsedwarsstraat 18,Amsterdam,NL,52.364116,4.883464,550,,,"Phil Peoples Versus Drunken Lion Soundsystem, Willie Wartaal, Brian S, Hitmeister D",
ADE Flamingo + Armada night ,2007-10-19T22:00,2007-10-20T05:00,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,"Presale: 17,50 excl. fee SOLD OUTDoor:  22,50","Trance,  House,  Progressive",,SOLD OUT
Players ,2007-10-19T23:00,2007-10-20T05:00,Ministry,Reguliersdwarsstraat 12,Amsterdam,NL,52.366699,4.88963,,"Door:  10,00",,"Diego Armando, Dr. Ray, Nexus, Johnny Deff",CANCELLED
ADE VICE Saves Amsterdam ,2007-10-19T22:00,,MS Stubnitz,Neveritaweg,Amsterdam,NL,52.401412,4.89436,,Free entrance,"Electro,  Garage Rock","Quit Your Dayjob (SE), Data (FR), The Longmen (NL), When Harry Met Sally (NL), Dans Le Rock (NL), Arquettes (BE), The Mug (NL), Beesmunt Soundsystem (NL)",
ADE Linke Soep Smaakt Vreemd ,2007-10-19T23:00,2007-10-20T05:00,Odeon Theater,Singel 460,Amsterdam,NL,,,,"Presale: 11,50 excl. feeDoor:  15,00",,"Audiowerner, Ion Ludwig, Steffi, Boris Werner, Carlos Valdes,    Tony Boogs,    Timstr,    2fargone (prutt vs R. Parker),    Hay-T,    Voldaan,    Marcus Gehring,    Miss Marjory Mae,    Meester Moeilijk Vs. Sjonnie Disko,    Violette (acts),    Floorfiller Vassallo",
ADE Another Nice Mess ,2007-10-19T22:00,2007-10-20T05:00,OT301,Overtoom 301,Amsterdam,NL,52.360186,4.865394,400,,"Breaks,  Dubstep",,
ADE CR2 Live and Direct vs. De Laat Bookings ,2007-10-19T22:00,2007-10-20T04:00,Panama,Oostelijke handelskade 4,Amsterdam,NL,52.374931,4.930309,1000,,,"SOS (feat. Desyn Masiello, Omid16B and Demi)|-|Kurd Maverick|-|Dirty South|-|Mark Brown|-|Rene Amesh|-|16bit Lolitas|-|Alexander Koning|-|Beatfreakz|-|Dennis Christopher|-|James Nidecker|-|Marcella|-|Mark Simmons|-|Marysol|-|Mike van Loon|-|Miss Monica|-|Sebastian Davidson",
ADE Kindred Spirits Special ,2007-10-19T20:00,2007-10-20T00:00,Paradiso,Weteringschans 6-8,Amsterdam,NL,52.362277,4.883945,1300,"Presale: 15,00 excl. fee",,"Heavy , Eric Roberson, Anthony David, Bastian",
ADE Rainbow nights XL ,2007-10-19T22:00,2007-10-20T04:00,Rain,Rembrandtplein 44,Amsterdam,NL,52.365901,4.897413,,,,Nobody Beats the Drums (live)|-|Jay B|-|Mr. Speak|-|K-Fresh (Off the Wall),
ADE Duszdat ,2007-10-19T23:00,2007-10-20T05:00,Sinners,Wagenstraat 3-7,Amsterdam,NL,52.366729,4.899401,,"Door:  10,00",,"Granite & Phunk (UK), Billy The Klit, Joshua Walter, Tomdamienlo, G-Double-E",
ADE Showcase / De Grolsch Grote Prijs ,2007-10-19T23:00,2007-10-20T06:00,Studio 80,Rembrandtplein 17,Amsterdam,NL,52.366253,4.897123,400,"Door:   8,00",,,
ADE Special Box Label Night ,2007-10-19T22:00,2007-10-20T03:00,Studio/K,Timorplein 62,Amsterdam,NL,52.365581,4.935035,,,"electro,  hip hop,  rock",,
ADE Compost Records Label Showcase ,2007-10-19T22:30,2007-10-20T05:00,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,,"House,  Techno,  Breaks","Eddy meets Yannah (HR, live), DJ Ben Mono (DE) , Robert Owens (UK, live),  TJ Kong & Nuno Dos Santos, Michael Reinboth (DE)",
ADE Labellicious diner/party ,2007-10-19T19:30,2007-10-20T03:00,Supper,Jonge Roelensteeg 21,Amsterdam,NL,52.367547,4.888833,,"Door:  15,00",,"Zoe Noa & Franklin Reeves ft. Miss Bunty, Philip Young, Michael Anthony, Leo Moreno, Ashtar Complex, Victor Coral, Flower Greenfields, David Wagemaker & Boy Bianchi",
ADE Crunc & Deejaybooking ,2007-10-19T21:00,2007-10-20T03:00,The Mansion,Hobbemastraat 2,Amsterdam,NL,52.361452,4.882344,,"Presale: 10,00 excl. feeDoor:  15,00","House,  Eclectic,  Funk",DAVID VENDETTA|-|Kid Massive|-|Matteo Esse & Corina Joseph|-|Benjamin Brown |-|Chique Benitez |-|Denniz |-|Eduardo Ramirez |-|Fedor Limjoco  |-|Franck  |-|George Anthony |-|Goodgrip |-|Joshua Walter |-|Leon Benesty |-|Prunk Le Funk |-|Robert Feelgood |-|Tom Boye |-|MC Choral |-|MC Pryme,
ADE In Between Tour: Paul van Dyk ,2007-10-19T23:00,2007-10-20T05:00,The Powerzone,Daniel Goedkoopstr. 1-3,Amsterdam,NL,52.343369,4.918505,3500,"Presale: 20,00 excl. fee",,"Paul van Dyk (DE), Steve Porter (USA), Alex M.o.r.p.h. (DE)",
ADE The Zoo: DJ Jean presents Madhouse ,2007-10-19T22:00,2007-10-20T04:00,The Zebra,Korte Leidsedwarsstraat 14,Amsterdam,NL,52.364116,4.883464,,"Door:  12,00",,"DJ Jean, Olav Basoski, 033 (Tony ChaCha & Sidney Samson), Mark van Dale, Steff da Campo, Marc Benjamin, Graphix",
ADE Dommelsch DJ Contest ,2007-10-19T20:00,2007-10-20T03:00,TWSTd,Weteringschans 157,Amsterdam,NL,52.359747,4.889935,200,,,,
ADE Click ,2007-10-19T22:00,,Westerliefde,Klönne plein 4-6,Amsterdam,NL,52.387031,4.86956,,"Door:  10,00",,,
ADE Disco Schmisco ,2007-10-19T21:00,2007-10-20T04:00,Winston Int.,Warmoesstraat 131,Amsterdam,NL,,,,,"Electro,  Rock,  Pop,  Disco",,
Some Like It Wet ,2007-10-19T22:00,2007-10-20T03:00,Zink,Marnixplein 1,Amsterdam,NL,52.377883,4.878747,350,"Presale: 15,00 excl. feeDoor:  20,00","70's,  80's,  Funk,  Soul,  Disco","DJ Marcel, DJ Sander Hucke",
ADE Innervisions ,2007-10-18T22:30,2007-10-19T05:00,11e verdieping TPG gebouw,Oosterdokskade 3-5,Amsterdam,NL,52.375918,4.907437,400,"Presale: 12,00 excl. feeDoor:  15,00",House,"DJ Âme (DE), DJ Dixon (DE), DJ Alex from Tokyo (JP)|-|Visuals by Citizen",
ADE World P(i)eace Party ft. Future World Funk ,2007-10-18T22:00,2007-10-19T04:00,Akhnaton,Nieuwezijds Kolk 25,Amsterdam,NL,52.376272,4.894322,300,"Door:  15,00","Global,  Funk","22.00 - 23.30 Condor Soun' DJ Eduardo & Rodrigo (cl, br, nl) - World P(i)eAce Party |-||-|23.30 - 04.00 Future World Funk DJ Cliffy & Russ Jones (uk) - Notting Hill Arts Club",
ADE Electronation presents: 4 Years of Great Stuff ,2007-10-18T22:00,2007-10-19T05:00,BG,Oosterdokskade 3-5,Amsterdam,NL,52.375918,4.907437,,"Presale: 10,00 excl. feeDoor:  15,00",,,
ADE Oren Marshall & others ,2007-10-18T19:00,2007-10-19T03:00,Bimhuis,Piet Heinkade 3,Amsterdam,NL,52.375765,4.924412,,,"Jazz,  Hip Hop,  Rock","Oren Marshall (UK), Sleepytime Gorilla Museum (USA), Lijn5 Selector (Dj Djef & Dj Radna)",
ADE Adam Ben Adam ,2007-10-18T20:00,2007-10-19T01:00,Cafe Max,Max Euweplein 12,Amsterdam,NL,,,,Free entrance,,DJ Adam Ben Adam (IL) 5hr. set,
ADE Toolroom Knights ,2007-10-18T22:00,2007-10-19T03:00,Cineac,Reguliersbreestraat 31-33,Amsterdam,NL,52.366547,4.894856,520,"Presale: 10,00 excl. feeDoor:  15,00",,Dave Spoon (uk)|-|Mark Knight (uk)|-|D. Ramirez (uk)|-|Gabriel & Dresden (Toolroom Knights Album Launch),
ADE Bureau45 Booking presents: The Funky Electroni ,2007-10-18T22:00,2007-10-19T03:00,Club 8,Admiraal de Ruijterweg 56 B,Amsterdam,NL,52.371242,4.86195,250,"Door:   7,50","House,  Electro,  Jazz,  Hip Hop","Featurecast (UK), Joyce Muniz (BR)",
ADE BamBam ,2007-10-18T21:00,2007-10-19T03:00,Club LA,Kerkstraat 50 - 52,Amsterdam,NL,52.365339,4.885535,250,"Door:  10,00",,,
Latin 2 The Urban Toby Love Live On Stage  ,2007-10-18T22:00,2007-10-19T05:00,Club More Amor,Rozengracht 133,Amsterdam,NL,52.372898,4.878673,2000,"Presale: 15,00 excl. fee","Latin,  Urban","DJ Mba, Sosa, Zoontje, La Cura, Panchito",
ADE Fady Ferraye & Maron presents: Yield ,2007-10-18T22:00,2007-10-19T04:00,Club NL,Nieuwezijds Voorburgwal 169,Amsterdam,NL,52.372064,4.891011,,"Presale: 10,00 excl. fee","Eclectic,  Techno,  Progressive","Fady Ferraye, Maron, Miss Chianty & Special Guests!!!|-|Semi-live music, acts & VJ (Yield/Goosebump, nl)",
ADE Franchise: Follow Me ,2007-10-18T23:00,2007-10-19T04:00,Escape,Rembrandtplein 11,Amsterdam,NL,52.366428,4.896349,1300,"Door:  10,00",,"Tom Novy (DE), Billy The Klit , Jordi Bouman, MC Spyder",
