name,start_date,end_date,location,address,locality,country,latitude,longitude,capacity,price,genre,lineup,state
ADE Intuition presents ,2007-10-18T22:00,2007-10-19T04:00,Escape Studio,Amstel 70,Amsterdam,NL,52.366428,4.896349,1300,"Presale: 10,00 excl. fee SOLD OUT","Trance,  Techno,  Progressive","Escape Studio - Intuition & Friends|-|22.00 - 23.15 DJ Wippenberg (Kiss That Sound Management, de) |-|23.15 - 00.30 DJ Orkidea (Intuition Recordings, fin) |-|00.30 - 01.30 DJ Leon Bolier (Intuition Recordings, nl) |-|01.30 - 03.00 DJ Cosmic Gate (Kiss That Sound Management, de) |-|03.00 - 04.00 DJ Menno de Jong (Intuition Recordings, nl) |-|An exciting 3 laser visual spectacle|-|MC Stephan|-||-|Escape Deluxe - Hosted by Most Wanted Global|-|22.00 - 23.15 DJ Gavyn Mytchel (The Gallery, uk) |-|23.15 - 00.30 DJ M.I.K.E. (Club Elite / Armada, be) |-|00.30 - 01.45 DJ Richard Durand (Terminal 4, nl) |-|01.45 - 03.00 DJ John 00 Fleming (J00F, uk) |-|03.00 - 04.00 DJ Sean Tyas (Discover, ch) |-| + Ronald van Gelderen",SOLD OUT
ADE Paul van Dyk presents: World Groovez ,2007-10-18T17:00,2007-10-19T04:00,Fantasio,Prins Hendrikkade 142,Amsterdam,NL,52.373052,4.907172,1100,"Door:  10,00","Eclectic,  Global",,
"ADE Remote Area, Mobilee & Kortsluiting Special ",2007-10-18T23:00,2007-10-19T05:00,Flex Bar,Pazzanistraat 1,Amsterdam,NL,52.385827,4.871706,,"Door:   8,00",,,
ADE Digitalsoul: Kinky Malinki Edition ,2007-10-18T22:00,2007-10-19T04:00,Hotel Arena,'s-Gravesandestraat 51,Amsterdam,NL,52.360576,4.915968,,"Presale: 12,00 excl. feeDoor:  15,00","Soulful House,  Garage","Mousse T (DE), Soul Central (Timmy Vegas & Andy Ward, UK), ATFC (UK) , Sergio Flores (UK), Mark Robinson (UK), Jeff Alexander, Dekky, Steve Boomselecter",
ADE Woohaa presents: Stush Showcase ,2007-10-18T22:00,2007-10-19T04:00,Jimmy Woo,Korte Leidsedwarsstraat 18,Amsterdam,NL,52.364116,4.883464,550,"Door:  12,00",,"Tom Trago, Mr. Wix, Aaron Lacrate (USA), MC Lyrical Tie",
ADE Nouvelle Vague ,2007-10-18T19:30,2007-10-18T22:30,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,"Presale: 19,00 excl. fee","Electro,  Rock,  Global",,
ADE Klinch: Dave Clarke Presents ,2007-10-18T22:00,2007-10-19T05:00,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,"Presale: 20,00 excl. fee",Electro,"DJ Dave Clarke (UK), Vitalic (FR), DJ Speedy J, Alter Ego (DE), Boris Divider, DJ Estroe, Quince (live)",
ADE Stubnitz presents: Electro from Berlin ,2007-10-18T23:00,,MS Stubnitz,Neveritaweg,Amsterdam,NL,52.401412,4.89436,,,,"Didier de la Boutique vs. Christian Heller, Martin |-|Zadak vs. Heiko Tubbesing, Manfred Tiek",
ADE Virtual Events presents: Audio Illustrated ,2007-10-18T22:00,2007-10-19T05:00,Odeon Theater,Singel 460,Amsterdam,NL,,,,"Presale: 17,50 excl. feeDoor:  20,00",,,
ADE Breakcore Mash Up ,2007-10-18T22:00,2007-10-19T05:00,OT301,Overtoom 301,Amsterdam,NL,52.360186,4.865394,400,"Presale: 5,00 excl. fee",,,
ADE Strictly in tha House!!! ,2007-10-18T22:00,2007-10-19T04:00,Panama,Oostelijke handelskade 4,Amsterdam,NL,52.374931,4.930309,1000,"Presale: 13,00 excl. feeDoor:  15,00",,"Todd Terry, Simon Dunmore, Roog, Gregory, Tara Mcdonald, Shovell, Aaron Ross, Phil Cheeseman",
ADE Miss Kittin & The Hacker ,2007-10-19T00:00,,Paradiso,Weteringschans 6-8,Amsterdam,NL,52.362277,4.883945,1300,"Door:  17,50",,Miss Kittin & The Hacker live,
ADE Rain presents: Heartbeat ,2007-10-18T21:30,2007-10-19T01:00,Rain,Rembrandtplein 44,Amsterdam,NL,52.365901,4.897413,,"Presale: 5,00 excl. fee",,"Edgarage, Rudy",
Lust! invites: China White ,2007-10-18T23:00,2007-10-19T04:00,Sinners,Wagenstraat 3-7,Amsterdam,NL,52.366729,4.899401,,"Presale: 10,00 excl. feeDoor:  15,00",,"Partysquad, The Opposites, Rubber Ron (UK)",
ADE Amsterdam Showcase ,2007-10-18T22:00,,Studio 80,Rembrandtplein 17,Amsterdam,NL,52.366253,4.897123,400,,Disco,"Comtron, Matik, winnaar Vinylized 2007, Kitty Got Sued, Melomanics, Alankara (winnaar Vinylized 2006), DJ's Nomar & F.O.X. (winnaars TWSTd DJ Contest), Monza (Micro Disco, Lux), Meneer de Beer (Fragile, Fightclub), RFH Delfos",
ADE ADEpt & Lucky Goat ,2007-10-18T21:00,2007-10-19T01:00,Studio/K,Timorplein 62,Amsterdam,NL,52.365581,4.935035,,"Presale: 7,50 excl. fee",,,
ADE Wildvreemd ,2007-10-18T23:00,2007-10-19T05:00,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,"Presale: 12,50 excl. feeDoor:  15,00","House,  Minimal,  Acid","Michael Mayer, Gui Boratto, Mal Borrowed & Frei Bauwerker",
ADE DJ Isis 15 year anniversary party ,2007-10-18T19:30,2007-10-19T01:00,Supper,Jonge Roelensteeg 21,Amsterdam,NL,52.367547,4.888833,,"Door:  10,00","Electro,  Minimal,  House",,
ADE Judge Jules & Friends ,2007-10-18T21:00,2007-10-19T01:00,The Mansion,Hobbemastraat 2,Amsterdam,NL,52.361452,4.882344,,"Presale: 10,00 excl. feeDoor:  12,00","Trance,  House","Judge Jules (UK), Marcel Woods, Simon Patterson (UK), John Askew (UK)",
ADE M'Toko ,2007-10-18T22:00,2007-10-19T03:00,The Zebra,Korte Leidsedwarsstraat 14,Amsterdam,NL,52.364116,4.883464,,"Door:  10,00",,,
ADE Dubstep Night by Billy Nasty & TWSTD ,2007-10-18T19:00,2007-10-19T01:00,TWSTd,Weteringschans 157,Amsterdam,NL,52.359747,4.889935,200,Free entrance,Dubstep,"Billy Nasty (UK), Derek Luv",
ADE Bloemetjes Buiten ,2007-10-18T21:00,2007-10-19T03:00,Winston Int.,Warmoesstraat 131,Amsterdam,NL,,,,"Door:   7,50","Hip Hop,  Eclectic",,
