name,start_date,end_date,location,address,locality,country,latitude,longitude,capacity,price,genre,lineup,state
ADE Electronation ,2008-10-24T23:00,2008-10-25T05:00,MS Stubnitz,Neveritaweg,Amsterdam,NL,52.401412,4.89436,,"Presale: 10,00 excl. feeDoor:  13,00",,"Pawel Blot (PL), Orgue Electronique (live), Alexander Robotnick (IT), Legowelt (live), Bangkok Impact (FI, live), Tlr, Egypt Friend Intestine, Kassen (live), Rude 66 (live), Ultradyne (US), Cosmic Force (live), Stel-R (BE)",
ADE Exprezz & Karma Productions Present: Extra ,2008-10-24T23:00,2008-10-25T09:00,Odeon Theater,Singel 460,Amsterdam,NL,,,1100,"Presale: 12,00",,,
Last Man Standing Producers Battle ,2008-10-24T21:00,,OneFourOne,Overtoom 141,Amsterdam,NL,52.362071,4.87295,,"Presale: 5,00 excl. feeDoor:   5,00","Dance,  Urban,  Hip Hop,  Breakbeats,  Broken Beats",,
ADE MN2S Milk 'N' 2 Sugars ,2008-10-24T22:00,2008-10-25T04:00,Panama,Oostelijke Handelskade 4,Amsterdam,NL,52.374931,4.930309,1000,"Presale: 15,00 excl. feeDoor:  20,00",,,
ADE Oi! Dub Attack Part III ,2008-10-25T00:00,2008-10-24T05:00,Paradiso,weteringschans,Amsterdam,NL,52.362277,4.883945,,"Presale: 15,00 excl. feeDoor:  15,00","Dubstep,  Grime",DJ Caspa & Rusko (Dub Police/Fabric/ Rinse FM)|-|DJ Cluekid & Cotti (Bullfrog / Bassface / -30Hz)|-|DJ Hatcha (Kiss 100)|-|DJ Gomes aka G-Man (Oi!)|-|DJ Osiris (Dubstep.nl / Subbalicious)|-||-|MC Crazy D,
ADE Stonebridge & friends ,2008-10-24T22:00,2008-10-25T04:00,Rain,Rembrandtplein 44,Amsterdam,NL,52.365901,4.897413,,"Door:  12,00",,"Stonebridge (SE), Reza (UK), Lil'Joey (UK), V!nk, Vito Benito (UK), Irwan, Rishi Romero, Dj Flava, Marc Macrowland, Orlando, Mc Iceman",
ADE Agent Audio Showcase & Plastic Dreams ,2008-10-24T23:00,2008-10-25T05:00,Studio 80,Rembrandtplein 17,Amsterdam,NL,52.366253,4.897123,400,,,"Isis, Michel De Hey, Dave Ellesmere, Rednose Distrikt (Aardvarck, Steven De Peven), Parra Soundsystem (Tom Trago, Mr Wix & Mc Lyrical Tie), Joost van Bellen, Jody Meyer",
ADE 365live! For Geeks & Freaks ,2008-10-24T20:00,2008-10-24T23:00,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,,,,
ADE Jungstar: Surkin & Bobmo ,2008-10-24T23:00,2008-10-25T05:00,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,"Door:  12,50",,"Surkin, Bobmo, Melomanics, Tom Trago, The Walk & Rogerseventytwo",
ADE Labellicious ,2008-10-24T21:00,2008-10-25T03:00,Supper,Jonge Roelensteeg 21,Amsterdam,NL,52.367547,4.888833,,,,"Zoë Noa, Franklin Reeves, Mark De Laat, Jama, Andrew Phelan (US), The Fingermonsters (US), Lachlan Scotland (US), Eric Sharp (US)",
"Yes, Please! ADE 2008 ",2008-10-24T21:00,2008-10-25T03:00,The Mansion,Hobbemastraat 2,Amsterdam,NL,52.361452,4.882344,,"Presale: 10,00 excl. fee","Funky house,  Soulful house,  Jackin' House,  Lounge","Pierre, Greg van Bueren, Pippi, Ralf Gum, Hanna Hais, Danny Marquez, Sergio Flores, Le Roi, Samir Maslo, Boddhi Satva, Michael Canitrot, Oded Nir, King Dread James, Claudia Di Lemme, Jay Serano, Chappell, Lewis Ferrier, Mavis Acquah, Massimo Dacosta, Nicolas Vautier, Rachel Claudio, Dutchican Soul",
