name,start_date,end_date,location,address,locality,country,latitude,longitude,capacity,price,genre,lineup,state
ADE Strictly Defected ,2009-10-23T22:00,2009-10-24T04:00,Panama,Oostelijke Handelskade 4,Amsterdam,NL,52.374931,4.930309,1000,"Presale: 17,50 excl. fee",,,
ADE Oi! Invites Dub Police! ,2009-10-24T00:00,2009-10-23T05:00,Paradiso,weteringschans 6-8,Amsterdam,NL,52.362277,4.883945,1500,"Presale: 15,00Door:  15,00",Dubstep,,
ADE Stonebridge & Friends: Independant Bookings ,2009-10-23T23:00,2009-10-24T05:00,Rain,Rembrandtplein 44,Amsterdam,NL,52.365901,4.897413,,"Presale: 7,00 excl. feeDoor:  12,00",,"Stonebridge (SE), Matt Joko (SE), Lil Joey (UK), Irwan, Flava, Rishi Romero, Mc Iceman",
Playectra Labelnight  ,2009-10-23T21:00,2009-10-24T02:00,St. Pauls,Gravenstraat 24 B,Amsterdam,NL,52.374253,4.891853,200,Free entrance,House,"Chris Salman & Vincent Noval, Lugar, Jaquelino Ferreira, Squeeze, Dj Qrius, The Boardroom",
ADE Itec & Hey! Recordings & Highland Beats ,2009-10-23T17:00,2009-10-23T22:00,Studio 80,Rembrandtplein 17,Amsterdam,NL,52.366253,4.897123,530,,"techno,  minimal","Michel de Hey (HEY! Recordings, NL), Jon Rundell (Intec, GB), Jan Liefhebber (Highland Beats, NL), Lone Striker (Rebel Radio, NL), Paul Sparkes (365 Radio, GB), MC Marxman (Rebel Radio, GB)",
ADE Agent Audio & Babylon ,2009-10-23T22:00,2009-10-24T05:00,Studio 80,Rembrandtplein 17,Amsterdam,NL,52.366253,4.897123,530,"Presale: 12,00 excl. feeDoor:  14,00",,"Davide Squillace (IT), Luca Bacchetti (IT), Michel De Hey, Isis, Presetone, Juan Sanchez, Mike Sheridan (DK)",
ADE The Universe & Go Bang! ,2009-10-23T22:30,2009-10-24T04:00,Studio/K,Timorplein 62,Amsterdam,NL,52.365581,4.935035,,"Presale: 9,00 excl. feeDoor:  10,00",,"Maurice Fulton (US), Kyle Hall (US), The Please, Dominggus, Eelco Couvreur, Thomas Martojo, Casper Tielrooij",
ADE MN2S ,2009-10-24T00:00,2009-10-23T04:00,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,,,,
ADE No Guts No Glory (albumrelease) ,2009-10-23T20:00,2009-10-24T00:00,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,"Presale: 9,50 excl. feeDoor:   9,50",,,
ADE Purple Music Night ,2009-10-23T22:00,2009-10-24T06:00,Supper,Jonge Roelensteeg 21,Amsterdam,NL,52.367547,4.888833,,"Presale: 11,99 excl. fee","House,  Funk","Jamie Lewis (CH), Dj Meme (BR), Alfred Azzetto (IT), Anthony Romeno (IT), Richard Earnshaw (UK), Baz, Mike Scot, Panevino (CH), Justin Michael (US), Born To Funk, Marly Mar, Alan Luna",
ADE Miss Nine Invites... ,2009-10-23T23:30,2009-10-24T06:00,Supperclub Cruise,"Ruyterkade, pier 14 (Achter CS)",Amsterdam,NL,52.379128,4.900272,800,"Presale: 9,99 excl. feeDoor:   9,99",,"Miss Nine, 16 Bit Lolitas, Dennis Ruyer, Glowfield, The Funky Bastard, Mplay",
ADE The Drumclub ,2009-10-23T22:00,2009-10-24T04:00,The Mansion,Hobbemastraat 2,Amsterdam,NL,52.361452,4.882344,,"Presale: 10,00 excl. fee",,,
ADE Minus Night by Richie Hawtin ,2009-10-23T22:00,2009-10-24T06:00,The Powerzone,Daniel Goedkoopstr. 1-3,Amsterdam,NL,52.343369,4.918505,3500,"Presale: 32,50 excl. fee","Minimal,  techno","Richie Hawtin, Barem, Magda, JPLS, Hobo, Fabrizio Maurizi, Ambivalent, Ali M Demirel",
ADE: Planet E vs Rekids ,2009-10-23T22:30,2009-10-24T05:00,Trouw Amsterdam,Wibautstraat 131,Amsterdam,NL,52.354664,4.912051,,"Presale: 15,00 excl. feeDoor:  17,50",,"Carl Craig (Planet E, Detroit) & Radio Slave (Rekids, Berlin) - back-to-back extra long set feat. ‘MAD’ Mike Banks on keyboards (Underground Resistance, Detroit), Spencer Parker (Rekids, London)",
ADE Dommelsch Twstd Dj Contest ,2009-10-23T20:00,2009-10-24T03:00,TWSTd,Weteringschans 157,Amsterdam,NL,52.359747,4.889935,200,Free entrance,,,
"ADE: Yes, Please! ",2009-10-23T22:00,2009-10-24T05:00,Werck,Prinsengracht 277,Amsterdam,NL,52.374974,4.883672,,,Soul,"Alexandre Escolier (Atal Music, FR), Hanna Hais (Atal Music, FR), DJ Pippi (Aluminium Records, ES), Chappell (MN2S / Seamless Recordings, US), Ralf Gum (GOGO Music, DE), Danny Marquez (Bubble Soul Music, ES), Fudge (Tejal Records, ES), Greg Van Bueren (Hardsoul Pressings, NL)",
ADE Click ,2009-10-23T23:00,2009-10-24T06:00,Westerunie,Klönne plein 4-6,Amsterdam,NL,52.386808,4.869991,1200,"Presale: 15,00 excl. fee","Soul,  Funk",,
ADE Rednose Distrikt ,2009-10-24T00:00,2009-10-23T05:00,Winston Int.,Warmoesstraat 131,Amsterdam,NL,,,,"Presale: 7,50 excl. fee",Dubstep,,
ADE Pitch Black ,2009-10-23T20:00,2009-10-24T00:00,Winston Int.,Warmoesstraat 131,Amsterdam,NL,,,,"Presale: 8,00 excl. fee",Downtempo,,
ADE On Tha Floor Music Network Gathering ,2009-10-22T20:00,2009-10-23T01:00,Bar ARC,Reguliersdwarsstraat 44,Amsterdam,NL,,,,Free entrance,Bass,"DJ DLG  (Huge - Eyezcream - Subliminal Records, USA), Hoxton Whores (Whorehouse - Peppermint Jam, UK), Mat Playford (Social Problem - Weirdo Police, UK), Rachael Starr (Ultra - Positiva / DJ/Live Vocals, USA), Redroche (Eyezcream - Subliminal Records, CAN), Tom Budden (Alive Recordings, UK), Tom De Neef (Jacksquad Recordings – Stealth, BE), Lucky Charmes (Dirty Dutch Music - Sneakerz Music, NL), Nicky Romero (Samso Beats - Cubical Rec., NL), Robert Feelgood (Big Boss Records - Sound Of Love, NL), Seductive (Made In NL - Samso Beats - Made2Dance Rec., NL), Afro Bro's (PM Music, NL), Rowel Sinester (B-Bass Records, NL), Dekky (On Tha Floor Music - Rootz Records, NL), Silverius (Elite Records Mexico - On Tha Floor Music, NL), Jay Santi (On Tha Floor Music - Kingdome Kome Cuts, NL)",
ADE Amsterdam Dance Event Special ,2009-10-22T20:30,2009-10-23T01:00,Bimhuis,Piet Heinkade 3,Amsterdam,NL,52.375765,4.924412,,"Presale: 12,00 excl. feeDoor:  12,00",Experimental,,
ADE Plat Du Jour ,2009-10-22T20:00,2009-10-23T03:00,Bitterzoet,Spuistraat 2,Amsterdam,NL,52.372263,4.88949,,"Door:   8,00","dubstep,  drum 'n bass,  hip hop","Rustie (Wireblock/ Rustie records, GB), Mochipet (Daly City Recordings, GB), Brutuzz (NL), Makks (NL), Rokus (NL)",
Stolichnaya Kommunity Invades Amsterdam ,2009-10-22T18:00,2009-10-22T22:00,Bright Young Things Gallery,Eerste Jacob van Campenstraat 60,Amsterdam,NL,52.357381,4.890322,,,,"Nuno dos Santos, The Please en Eric B Young.",
ADE 6 Years Of Little Mountain Rocks ,2009-10-22T23:00,2009-10-23T04:00,Club Home,Wagenstraat 4-7,Amsterdam,NL,52.366566,4.899401,,"Presale: 10,00 excl. feeDoor:  15,00",,,
ADE Deepheat Beyond Bookings ,2009-10-22T22:00,2009-10-23T04:00,Club NL,Nieuwezijds Voorburgwal 169,Amsterdam,NL,52.372064,4.891011,,"Presale: 10,00 excl. fee",,"Hardsoul (Roog & Greg van Bueren), Hideo Kobayashi (JP), Sergio Flores (AT), Danny Marquez (ES), Fudge (ES), Ralf Gum (DE), Simon Dunmore (UK), I-fan, Mitch Crown",
Dirty Deluxe ,2009-10-22T22:00,2009-10-23T04:00,Club Party Crew,Rembrandtplein 31,Amsterdam,NL,,,300,"Presale: 10,00 excl. feeDoor:  12,00","House,  Eclectic","Kid Kaio, Lennox Frederique, Miqstar & Jay Are, Dah Costah, Alvita, Nick Memphis, Vips, Sharity Jayde & Friends",
ADE Mason Presents: Animal Language Label Night ,2009-10-22T23:00,2009-10-23T04:00,club UP (de Kring),Korte Leidsedwarsstraat 26-I,Amsterdam,NL,,,,"Presale: 12,00 excl. feeDoor:  12,00",,,
ADE Animal Language Labelnight ,2009-10-22T23:00,2009-10-23T04:00,De Kring,Kleine Gartmansplantsoen 7-9,Amsterdam,NL,52.363575,4.883355,,"Presale: 12,00 excl. fee",,"01.00 Luke Solomon (little creatures, UK)), 02.30 Tim Green (TG) (Dirtybird, Uk)",
ADE Flamingo Nights ,2009-10-22T22:00,2009-10-23T04:00,Escape,Rembrandtplein 11,Amsterdam,NL,52.366428,4.896349,1300,"Presale: 12,00 excl. feeDoor:  12,00",Funk,"Fedde Le Grand, Funkerman, Patric La Funk, Bjorn Wolf, Johnstar, Shermanology (andy & Dorothy Sherman), Mitch Crown, Mc Gee",
ADE Anna Agency Presents ,2009-10-22T22:00,2009-10-23T03:00,Escape Lounge caffe,Rembrandtplein,Amsterdam,NL,,,,,,"Bart B More (Secure Recordings, NL), Benjamin Bates Presents Bates45 (Big & Dirty, NL), Bobby Burns,  (Hot Kitchenoven Music, NL), Hardwell (Refield, NL), Jean (NL), Koen Groeneveld (aBZoluT, NL)             , MC Boogshe (PM Music, NL), Olav Basoski (Rootz Records, NL), Randy Katana (Dutch Sonic Masters, NL), Ray Fox (NL), Ronald Molendijk (Vicious Beat, NL), Tony Cha Cha (Cubical Recordings, NL)",
ADE Beasone Label Night ,2009-10-22T22:00,2009-10-23T04:00,Flex Bar,Pazzanistraat 1,Amsterdam,NL,52.385827,4.871706,,"Presale: 12,50 excl. feeDoor:  15,00","Techno,  minimal",,
ADE SQUZ ,2009-10-22T22:00,2009-10-23T05:00,Godiva,Handboogstraat 15hs,Amsterdam,NL,52.373801,4.890935,,"Presale: 8,00 excl. fee",,"Daniel Brandt (Doppelschall, DE), Bert de Rooij (Doppelschall, NL), Dollkraut (Doppelschall, NL), Olff (SQUZ, NL), Eelco Couvreur (SQUZ, NL), Tom Ruijg (Soweso / BangBang, NL), William Kouam Djoko (Thirtyonetwenty, NL), Pete Bandit (SQUZ, NL), Jason Shae (SQUZ, NL), Khalil (SQUZ, NL), Jorn Liefdeshuis (SQUZ, NL)",
ADE Johnny Hoes presents ,2009-10-22T23:00,2009-10-23T04:00,Jimmy Woo,Korte Leidsedwarsstraat 18,Amsterdam,NL,52.364116,4.883464,550,"Door:  12,50",,Don Diablo & friends,
ADE Superrauw & Decked Out ,2009-10-22T22:00,2009-10-23T05:00,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,"Presale: 23,00 excl. fee",,,
ADE Bla Bla / Mobilee / Deepvibes Label Showcase ,2009-10-22T23:00,2009-10-23T05:00,MS Stubnitz,Neveritaweg,Amsterdam,NL,52.401412,4.89436,,"Presale: 5,00 excl. feeDoor:  12,00","techno,  minimal","Paco Osuna (bla bla, ES), Daniel Sanchez (bla bla, NL), Wouter de Moor (bla , NL), Olene Kadar live (bla bla, NL), , Very Special Guest!! (Mobile, DE), Mulder & Roderik Flohil and Wietse Smit (bla bla, NL), Hector (Mobilee, DE), Ralf Kollmann (Mobilee, DE), Robert Dietz (deepvibes, DE), Sascha dive (deepvibes, DE), El Mundo & Satori (bla bla, NL)",CANCELLED
ADE Flash Black ,2009-10-22T22:00,2009-10-23T06:00,Odeon Theater,Singel 460,Amsterdam,NL,,,1100,"Presale: 10,00 excl. feeDoor:  15,00",,,
ADE Ground Up Showcase ,2009-10-22T21:00,2009-10-23T02:00,OneFourOne,Overtoom 141,Amsterdam,NL,52.362071,4.87295,,"Presale: 5,00 excl. feeDoor:   5,00",Electro,,
"ADE Moskow Diskow presents:L ""BE EAST"" ",2009-10-22T21:00,2009-10-23T03:00,OT301,Overtoom 301,Amsterdam,NL,52.360186,4.865394,400,"Presale: 9,00 excl. feeDoor:  10,00",,,
ADE Bedrock ft. John Digweed & Guy J ,2009-10-22T22:00,2009-10-23T04:00,Panama,Oostelijke Handelskade 4,Amsterdam,NL,52.374931,4.930309,1000,"Presale: 20,00 excl. feeDoor:  25,00",,,
ADE Pendulum (DJ set) ,2009-10-22T22:00,2009-10-23T05:00,Paradiso,Weteringschans 6-8,Amsterdam,NL,52.362277,4.883945,1300,"Presale: 18,00","breakbeats,  drum 'n bass",,
ADE Intuition Invites Cold Harbour & Garuda ,2009-10-22T22:00,2009-10-23T05:00,Partyship Ocean Diva,"Passenger Terminal, Piet Heinkade 2",Amsterdam,NL,,,,"Presale: 17,50 excl. feeDoor:  20,00","Trance,  Progressive","Markus Schulz, Menno de Jong, Gareth Emery",
ADE Star 69records Showcase ,2009-10-22T22:00,2009-10-23T04:00,Rain,Rembrandtplein 44,Amsterdam,NL,52.365901,4.897413,,"Presale: 5,00 excl. feeDoor:  10,00",,"Hoxton Whores (UK), Steven Lee (US), Agent Greg (GR), Dmitri Vegas (BE), Like Mike (BE), Anton Fielding (UK), Nima Nas (US), Terri B. (US), Richard Grey (ES), Terri B. (live)",
Playectra Labelnight  ,2009-10-22T21:00,2009-10-23T02:00,St. Pauls,Gravenstraat 24 B,Amsterdam,NL,52.374253,4.891853,200,Free entrance,House,,
ADE Wknd Presents Diynamic & Freerange ,2009-10-22T21:00,2009-10-23T03:30,Studio 80,Rembrandtplein 17,Amsterdam,NL,52.366253,4.897123,530,"Presale: 8,00 excl. feeDoor:  10,00",,"Solomun (DE), Stimming (DE, live), H.O.S.H. (DE), Jimpster (UK), Manuel Tur (DE), Ille Bitch, Tim Avis",
ADE Miko Loves Wave Music & Forward ,2009-10-23T00:00,2009-10-22T05:00,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,"Presale: 10,00 excl. feeDoor:  14,00",House,"François K. (US), Brendon Moeller (US), John Daly (UK), Mosfet Visualists",
ADE Share / Audio Visual Playground ,2009-10-22T15:00,2009-10-22T19:00,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,"Presale: 5,00 excl. feeDoor:   5,00",,"Matthijs Kneppers, Nedad Popov, Justin Magness, Stijn Kuijpers, Roy Bekhuis, Anett Kulcsar, Cenk Unis, Marcel van Der Drift, Bram Kneppers, Timo Rozendal, Wietske Huisman",
ADE 365live! workshop & Masterclass ,2009-10-22T20:00,2009-10-22T23:00,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,"Presale: 7,00 excl. feeDoor:   8,00",,"François K (US), Sebastian Sleebos",
ADE The Sound Of Reelgroove ,2009-10-22T20:00,2009-10-23T01:00,The Mansion,Hobbemastraat 2,Amsterdam,NL,52.361452,4.882344,,"Presale: 5,00 excl. fee","Soul,  Funk","DJ Meme (Soulfuric, Purple Music, Reelgroove, BR), Panevino (Purple Music, Panevino Music, CH), Central Avenue (Barcoda, GB), Alfred Azzetto (Purple Music, Q:Point, IT), Dutchican Soul  (Salted Music, Hardsoul Pressings, NL), Lewis Ferrier (Reelgroove, Look At You Records, NL), Miles Numan (Map Dance, Groovenite, CH), Phonic Funk (Reelgroove, Seamless, Hardsoul Pressings, NL), Chappell (Seamless, Reelgroove, Foliage, US), Rainy Payne (Seamless, Sounds Of The Booth, US), Mavis Acquah (Reelgroove, NL)",
ADE: Innervisions ,2009-10-22T22:30,2009-10-23T05:00,Trouw Amsterdam,Wibautstraat 131,Amsterdam,NL,52.354664,4.912051,,"Presale: 15,00 excl. feeDoor:  17,50",,,
ADE Dommelsch Twstd Dj Contest ,2009-10-22T22:00,2009-10-23T01:00,TWSTd,Weteringschans 157,Amsterdam,NL,52.359747,4.889935,200,Free entrance,,,
ADE: Backwards (moonwalk Thru Time) ,2009-10-22T19:00,2009-10-23T03:00,Werck,Prinsengracht 277,Amsterdam,NL,52.374974,4.883672,,Free entrance,"danceclassics,  soul,  funk,  disco,  groove","DJ Lucha (NL), DJ Da-Rule (Grooveservice, NL), DJ Oliviér (Grooveservice, NL) , Miss Dada & DJ Novica (NL), Eric B (NL), Good Old Dave (NL), Ricky From Venezuela (VE), Joshua Walter & Miss Brown (NL), Off The Wall/Chocomel (NL), Mr. Speak & Jimmy Aasgier (NL), Rob Boskamp & Ricciardi (Big Boss Records, NL), Silverius (On Tha Floor, NL), Lars Vegas (NL)",
"ADE All is One, Dekmantel & Bar27 present ",2009-10-22T22:00,2009-10-23T05:00,Westerunie,Klönne plein 4-6,Amsterdam,NL,52.386808,4.869991,1200,"Presale: 10,00 excl. feeDoor:  15,00",,"Nathan Fake, Remy, Isis, Ricketic, Makam (live), Tom Trago (live), Dauphin, Aroma Jockey Odo7, Arjuna Schiks (live), Olivier Weiter, Egbert Jan Weeber, Kamouflage (live), Lucatone, Eke Evi, San Proper (live), Jan van Kampen en Juju & Jordash (live)",
ADE New Cake Label Night ,2009-10-22T22:00,2009-10-23T04:00,Winston Int.,Warmoesstraat 131,Amsterdam,NL,,,,"Presale: 7,50 excl. fee","alternative dance,  house,  Disco",,
