name,start_date,end_date,location,address,locality,country,latitude,longitude,capacity,price,genre,lineup,state
ADE: Sunday Spirit Presents Closing Night ,2009-10-25T20:00,2009-10-26T03:30,Studio 80,Rembrandtplein 17,Amsterdam,NL,52.366253,4.897123,530,"Presale: 7,00 excl. fee","Techno,  Minimal","De Man Zonder Schaduw (Sunday Spirit, NL), Tobi Neumann (Cocoon, DE)",
ADE: Wie Heeft De Bal ,2009-10-25T20:30,2009-10-25T21:30,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,"Presale: 12,50 excl. fee",,"Rico, Typhoon en Muppetstuff (NL)",
ADE: Wicked Jazz Sounds & Need2Soul present ,2009-10-25T23:00,2009-10-26T05:00,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,"Presale: 9,50 excl. fee",,"DJ Benji B (GB), Phil Horneman, live musicians",
ADE: Suntree Lounge ,2009-10-25T20:30,2009-10-26T01:00,Supper,Jonge Roelensteeg 21,Amsterdam,NL,52.367547,4.888833,,"Presale: 5,00 excl. fee",,,
ADE Radio Decibel presents: Closing Party ,2009-10-25T20:00,2009-10-26T02:00,Supperclub Cruise,"Ruyterkade, pier 14 (Achter CS)",Amsterdam,NL,52.379128,4.900272,800,"Presale: 10,00 excl. feeDoor:  10,00",House,"DJ Chus (Stereo Productions, ES), Tom de Neef (stealth/jack squad rec.,  BE), Peter GelderBlom (stereo productions, NL), Nick & Danny Chatelain (Goanche Records, ES), Lucien Foort (Southend, NL), Jodee Kitch. (FutureStreetMusic, NL), Angel Manuel (Vinylgroove /Nervous, US), Natarcia (FutureStreetMusic, NL), Freaqz 2 House (FutureStreetMusic, NL), Roy Malone (Airplane Rec., IT), Tommy Vee (Airplane Rec., IT), Jordan Rivera (FutureStreetMusic, NL), MC Pryme (FutureStreetMusic, NL), MC Jack de Rapper (FutureStreetMusic, NL",
ADE: Trouw op zondigmiddag ,2009-10-25T14:00,2009-10-25T22:00,Trouw Amsterdam,Wibautstraat 131,Amsterdam,NL,52.354664,4.912051,,"Presale: 10,00 excl. feeDoor:  12,00",,"Marcel Dettmann (Ostgut Ton, Berghain, MDR, Berlin), Patrice Baumel (Get Physical, Amsterdam) & special guests",
Get Down Saturday Night  ,2009-10-24T22:00,2009-10-25T03:00,Amstelhaven,Mauritskade 1,Amsterdam,NL,52.359229,4.906017,250,Free entrance,"Funky house,  Clubclassics,  de meest groovy platen van het moment.",DJ Ella Brown,
ADE Yours Truly ,2009-10-24T22:00,2009-10-25T04:00,Bitterzoet,Spuistraat 2,Amsterdam,NL,52.372263,4.88949,,"Presale: 10,00 excl. feeDoor:  12,50",,"The Flexican, Flinke Namen & Dio, Mowgli (UK), Turne B2b Jay-B, Mc Fit, Vj Venour",
ADE Field Session 02 ,2009-10-25T00:00,2009-10-24T08:00,Boom Chicago,Leidseplein 12,Amsterdam,NL,52.37263,4.879139,,"Presale: 15,00 excl. fee","Techno,  minimal",,
ADE: unofficial party Switch @ de Bunker ,2009-10-24T22:00,2009-10-25T10:00,Bunker NDSM-werf,tt. Neveritaweg 15,Amsterdam,NL,52.401403,4.894345,,"Presale: 15,00 excl. fee",,,
ADE: Subtone and Offering Recordings ,2009-10-24T21:00,2009-10-25T03:00,Canvas op de 7de,Wibautstraat 150,Amsterdam,NL,52.353614,4.912207,,"Presale: 15,00 excl. feeDoor:  15,00",Soul,,
ADE: Unk ,2009-10-24T23:00,2009-10-25T06:00,Club 8,Admiraal de Ruijterweg 56 B,Amsterdam,NL,52.371242,4.86195,250,"Presale: 8,00 excl. feeDoor:   9,00",,,
ADE Click Condition ADE Afterhour ,2009-10-24T05:00,2009-10-24T12:00,Club Home,Wagenstraat 3,Amsterdam,NL,52.366566,4.899401,,"Presale: 10,00 excl. fee","House,  Techno",Very special (international) guest dj’s,
ADE Objektivity Label Night ,2009-10-24T23:00,2009-10-25T05:00,Club Home,Wagenstraat 4-7,Amsterdam,NL,52.366566,4.899401,,"Presale: 12,00 excl. feeDoor:  15,00",,,
ADE: HERTZ_ Condition invites ,2009-10-24T22:00,2009-10-25T05:00,Club NL,Nieuwezijds Voorburgwal 169,Amsterdam,NL,52.372064,4.891011,,"Presale: 10,00 excl. fee",,"James Nidecker (Strom Recordings, Rex, NL)    , Franklin Reeves (90 Watts, Rex, NL)      , Oscar (KarateKlub Recordings, DE)        , Van Meeteren&Hyde (90 Watts Records, NL)  , Lin (Body Condition, NL)             , JAMA (Hertz_,Babylon, NL)      , Jamy Wing (Einmaleins Musik, DE)         , Marcus Gehring (Hertz_, Piekup, NL)",
De Heeren van Aemstel Live ,2009-10-24T22:30,,De Heeren van Aemstel,Thorbeckeplein 5,Amsterdam,NL,52.365552,4.895929,,,,,
ADE Elevator People Labelnight ,2009-10-24T22:00,2009-10-25T04:00,De Kring,Kleine Gartmansplantsoen 7-9,Amsterdam,NL,52.363575,4.883355,,"Presale: 8,00 excl. feeDoor:  10,00",,,
ADE Framebusters Special ,2009-10-24T23:00,2009-10-25T05:00,Escape,Rembrandtplein 11,Amsterdam,NL,52.366428,4.896349,1300,"Presale: 20,00 excl. fee",House,"Chuckie, Sunnery James & Ryan Marciano, Afrojack, Raymundo, Ricky Rivaro, Shermanology, Jaziah, Daniel Bovie & Roy Roxx (BE), Carita La Nina, Rehab, Hitmeister D, Tom De Neef, Pako & Frederik",
ADE Sneakerz MUZIK Official ADE Showcase ,2009-10-24T22:00,2009-10-25T05:00,Escape Studio,Amstel 70,Amsterdam,NL,52.366428,4.896349,250,"Presale: 7,50 excl. feeDoor:  10,00",,,
ADE: Sonic Boom ,2009-10-24T22:00,2009-10-25T05:00,Flex Bar,Pazzanistraat 1,Amsterdam,NL,52.385827,4.871706,,"Presale: 9,00 excl. feeDoor:  10,00","electro,  dubstep,  hip hop","Huoratron (FI), Schlachthofbronx (DE), Tomb Crew (GB), Aavikoo (FI), Kitty Got Sued (NL), Brutuzz (NL), The Longmen(NL)",
ADE: Future Generations & Baalsaal Labelnight ,2009-10-24T23:00,2009-10-25T07:00,Godiva,Handboogstraat 15hs,Amsterdam,NL,52.373801,4.890935,,"Presale: 10,00 excl. fee","techno,  minimal","Fritz Kalkbrenner (Baalsaal, DE), Chopstick (Baalsaal, DE), Johnjon (Baalsaal, DE), Tinlei (Future Generations, NL), Jive (Future Generations, NL)",
ADE Hed Kandi ,2009-10-24T22:00,2009-10-25T05:00,Hotel Arena,'s-Gravesandestraat 51,Amsterdam,NL,52.360576,4.915968,,"Presale: 15,00 excl. feeDoor:  20,00",,,
ADE Jimmy Woo presents ,2009-10-24T23:00,2009-10-25T04:00,Jimmy Woo,Korte Leidsedwarsstraat 18,Amsterdam,NL,52.364116,4.883464,550,"Presale: 15,00 excl. feeDoor:  17,50",,"Villa, Junkie XL",
ADE Just Jack ,2009-10-24T19:30,2009-10-24T23:00,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,"Presale: 15,00 excl. fee",,"Just Jack (Mercury, GB)",
ADE Creme Organization & Intergalactic Fm Present: ,2009-10-24T22:00,2009-10-25T05:00,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,"Presale: 12,00 excl. fee",,,
ADE Sub:Stance vs. Sonic Warfare ,2009-10-24T22:00,2009-10-25T05:00,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,"Presale: 13,00 excl. feeDoor:  13,00",,"Boxcutter (IRL, live), Appleblim (UK), Jamie Vex'd (UK), Scuba (UK), Paul Spymania (UK), Juha",
ADE This Is Our Night ,2009-10-24T23:00,2009-10-25T05:00,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,"Presale: 15,00 excl. feeDoor:  20,00",,Sander Kleinenberg (6hr. set),
ADE The Westcoast Sound Of Holland ,2009-10-24T23:00,2009-10-25T05:00,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,"Presale: 12,00 excl. feeDoor:  14,00",Electro,,
ADE Studio Mtv Invites Dance4life & Art Of Dance ,2009-10-24T21:00,2009-10-25T04:00,MTV studios,TT. Neveritaweg 6,Amsterdam,NL,52.400121,4.893654,,"Presale: 17,50 excl. feeDoor:  20,00",,,
ADE Girlslovedj's Presents ,2009-10-24T23:00,2009-10-25T05:00,Odeon Theater,Singel 460,Amsterdam,NL,,,1100,"Presale: 15,00 excl. feeDoor:  17,00",Club,"Klever, DJ Craze, Jaziah, MissingLinks, RubyWax, Jim Aasgier & Nizzle, Lars Vegas, TomDamienLo, Oslo Hilton, Rubix.",
ADE Topbillin' Electronican ,2009-10-24T21:00,2009-10-25T02:00,OneFourOne,Overtoom 141,Amsterdam,NL,52.362071,4.87295,,"Presale: 10,00 excl. feeDoor:  10,00","alternative dance,  hip hop",,
ADE: Basserk Label Night ,2009-10-24T23:00,2009-10-25T05:00,OT301,Overtoom 301,Amsterdam,NL,52.360186,4.865394,400,"Presale: 10,00 excl. fee",alternative dance,"Ricky y Rulo (Basserk, AR), Bronstibock (Basserk, NL), Capacocha (Basserk, NL), Rawfare (Basserk, SK), Lazy Late Kidz (Basserk, FR), Gtronic (Basserk, BE)",
ADE Go Dutch! ,2009-10-24T22:00,2009-10-25T04:00,Panama,Oostelijke Handelskade 4,Amsterdam,NL,52.374931,4.930309,1000,"Presale: 12,50 excl. feeDoor:  15,00",House,,
ADE Dekmantel ,2009-10-24T23:30,2009-10-25T05:30,Paradiso,Weteringschans 6-8,Amsterdam,NL,52.362277,4.883945,1300,"Presale: 17,50",Disco,"Derrick May, Disco 3000, Sadar Bahar, Casper Tielrooij, Keith Worthy, Thomas Martojo, Antal, San Proper",
ADE Strom Recordings & Joyriders Showcase ,2009-10-24T23:00,2009-10-25T05:00,Rain,Rembrandtplein 44,Amsterdam,NL,52.365901,4.897413,,"Presale: 12,00 excl. feeDoor:  17,00","electro,  hip hop,  house","When Harry Met Sally & Tess Is More, James Nidecker & Franklin Reeves, K-Fresh, Mr Speak, Jay B, Mo Mc",
Playectra Labelnight  ,2009-10-24T21:00,2009-10-25T03:00,St. Pauls,Gravenstraat 24 B,Amsterdam,NL,52.374253,4.891853,200,Free entrance,House,"Dj Amir, Je'Freak, Rishi Ricardo, Waldorf & Statler, Gfreaxx, Franky Sweetz, Jody Meyer, Velvet, Coll Selini",
ADE 24 Hour Party People Supplement Facts ,2009-10-24T09:00,2009-10-24T20:00,Studio 80,Rembrandtplein 17,Amsterdam,NL,52.366253,4.897123,530,"Presale: 10,00 excl. feeDoor:  12,00","techno,  minimal","Italoboyz, Ille Bitch & Unders, Moritz, Flowing",
ADE WTTF Presents: Moon Harbour & Soweso & Whatpeo ,2009-10-24T23:00,2009-10-25T13:00,Studio 80,Rembrandtplein 17,Amsterdam,NL,52.366253,4.897123,530,"Door:  14,00","Techno,  Minimal","Matthias Tanzmann (DE), Luna City Express (DE), Boris Werner, Dan Drastic (DE), Lauhaus, Kabale Und Liebe, Maayan Nidam (DE), Makam (live), Marc Schneider (DE)",
ADE Vrijbuiters Go Berlin Underground ,2009-10-24T22:00,2009-10-25T10:00,Studio/K,Timorplein 62,Amsterdam,NL,52.365581,4.935035,,"Presale: 15,00 excl. fee",,"Onno, Makcim, Dan Ghenacia (FR), Anthony Collins, Reiss, Olene Kadar, De Man Zonder Schaduw, Krause Duo (DE), Jackmate (DE), Sandrien, Frodo, Ramchez, Pep, Kareem Raihani, Quartier Mustache",
"ADE Ideal Audio, Herzblut & Pickadoll Night ",2009-10-24T23:00,2009-10-25T05:00,Sugarfactory,Lijnbaansgracht 238,Amsterdam,NL,52.364798,4.881735,450,"Presale: 15,00 excl. feeDoor:  15,00",,,
ADE Digitalsoul & Om Records ,2009-10-24T23:00,2009-10-25T03:00,Supper,Jonge Roelensteeg 21,Amsterdam,NL,52.367547,4.888833,,"Presale: 10,00 excl. feeDoor:  15,00",Soul,"Pezzner Live (US), Soul Migrantz (BE), Dekky, Jeff Alexander, Steve Boomselecter, Dj Heather (US), Dj Fluid (US), Al Velilla (ES), Ian Soul, Dru69",
ADE Fette Sjit (phat Sh*t) Live ,2009-10-24T23:00,2009-10-25T08:00,Supperclub Cruise,"Ruyterkade, pier 14 (Achter CS)",Amsterdam,NL,52.379128,4.900272,800,"Presale: 15,00 excl. feeDoor:  19,00",House,"Chris lake (Rising Music and Rising Trax, GB), Tom de Neef (stealth/jack squad rec., BE), Mastiksoul (4kenzo rec., PT), Peter GelderBlom (stereo productions, NL), Nick & Danny Chatelain (Goanche Records, ES), Lucien Foort (Southend, NL), Baggi Begovic (stealth rec., NL), DJ Chus (stereo productions, ES), Jodee Kitch. (FutureStreetMusic, NL), Oz Romita (Boyz With Skillz, NL), Angel Manuel (Vinylgroove /Nervous, US), Natarcia (FutureStreetMusic, NL), Freaqz 2 House (FutureStreetMusic, NL), Roy Malone (Airplane Rec., IT), Tommy Vee (Airplane Rec., IT), Jordan Rivera (FutureStreetMusic, NL), Edwin Diergaarde (FutureStreetMusic, NL), MC Pryme (FutureStreetMusic, NL), MC Jack de Rapper (FutureStreetMusic, NL), Shereetha Campell (vocallist) (FutureStreetMusic, NL)",
ADE An Amsterdam Dance Event Special ,2009-10-24T23:00,2009-10-25T04:00,The Mansion,Hobbemastraat 2,Amsterdam,NL,52.361452,4.882344,,"Presale: 10,00 excl. fee",,,
ADE Cocoon Goes Amsterdam ,2009-10-24T22:00,2009-10-25T06:00,The Powerzone,Daniel Goedkoopstr. 1-3,Amsterdam,NL,52.343369,4.918505,3500,"Presale: 32,50 excl. feeDoor:  40,00","Minimal,  House,  Techno","Sven Väth (DE), Karotte (DE), Extrawelt (DE, live), Markus Fix (DE), Rauwkost (live), Loops (live), Daniel Sanchez, Joey Daniel, Olivier Weiter",
ADE One Love: David Guetta ,2009-10-24T23:00,2009-10-25T05:00,The Sand,Rhoneweg 36/1,Amsterdam,NL,52.390402,4.824743,3000,"Presale: 33,00 excl. fee SOLD OUT",,"David Guetta, Chuckie, Afrojack",SOLD OUT
ADE Resident Advisor ,2009-10-24T22:30,2009-10-25T05:00,Trouw Amsterdam,Wibautstraat 131,Amsterdam,NL,52.354664,4.912051,,"Presale: 15,00 excl. feeDoor:  17,50",,,
ADE Vinylized Final Five & Twstd Afterparty ,2009-10-24T20:00,,TWSTd,Weteringschans 157,Amsterdam,NL,52.359747,4.889935,200,Free entrance,Soul,"Arjuna Schiks, Julius Geluk, Tim Wolff, Audiomilch, Sebastian Sleebos, Engineerz Of Soul, Shock Royal, Kevin Arnemann & Teatro Kultka",
Obsessionz ,2009-10-24T23:00,2009-10-25T04:00,Vak Zuid,Olympisch Stadion 35,Amsterdam,NL,52.344575,4.854739,900,"Presale: 15,00 excl. feeDoor:  25,00","Eclectic,  Latinhouse,  House,  Salsa","D-rashid, The partysquad, Irwan, Flava, Smash parker, W.pereira, Quinttin, Mauri, Mc O, Brace",
"ADE: Yes, Please! Invites The Family ",2009-10-24T22:00,2009-10-25T05:00,Werck,Prinsengracht 277,Amsterdam,NL,52.374974,4.883672,,,,"Jeremy (SG), Oscar P (Open Bar Music, US), Roberto de Carlo (GOGO Music, CH), Blacksoul (Blacksoul Music, HR), Grooveservice (NL), Sergio Flores (Defected, AT), Le Roi (MN2S, CH)",
ADE Loveland ,2009-10-24T22:00,2009-10-25T06:00,Westerunie,Klönne plein 4-6,Amsterdam,NL,52.386808,4.869991,1200,"Presale: 20,00 excl. feeDoor:  25,00",Disco,,
ADE The Blog Parties ,2009-10-24T22:00,2009-10-25T05:00,Winston Int.,Warmoesstraat 131,Amsterdam,NL,,,,"Presale: 7,00 excl. fee",Alternative Dance,,
ADE G-Shock Presents: Vice Party ,2009-10-23T23:00,2009-10-24T04:00,Bitterzoet,Spuistraat 2,Amsterdam,NL,52.372263,4.88949,,,,"Golden Bug (live), Telonius, Moullinex, Manuel Kim",
ADE John Dahlback & Friends ,2009-10-24T00:00,2009-10-23T07:00,Boom Chicago,Leidseplein 12,Amsterdam,NL,52.37263,4.879139,,"Presale: 15,00 excl. fee",,,
Amsterdam Dance Clash ,2009-10-23T22:00,2009-10-24T06:00,Bulldog Palace,Leidseplein,Amsterdam,NL,52.366352,4.887227,450,Free entrance,"Groove,  Soulfull Deep Funky Latin,  TecHouse","D.O.N.S. (Germany), dr Kucho (Spain), Rob Boskamp (NL), Mike L. (NL), DK Watts (USA), Onnik (NL), Beatthiefs (UK), Lucky Charmes (NL), Tony Verdult (NL), Dirtyrockers (NL), Damien J Carter (Germany), Nick Fiorucci (Canada), Dave Ramone (Germany), dj Eevee (NL), mc Lou-E",
ADE: Kwast ,2009-10-23T22:00,2009-10-24T03:00,Canvas op de 7de,Wibautstraat 150,Amsterdam,NL,52.353614,4.912207,,"Presale: 10,00 excl. fee",drum 'n bass,,
ADE Amsterdam Sound Presents ,2009-10-23T22:00,2009-10-24T04:00,Club 8,Admiraal de Ruijterweg 56 B,Amsterdam,NL,52.371242,4.86195,250,"Presale: 8,00 excl. feeDoor:   9,00",,,
"Every Friday ""latin Pop Night"" ",2009-10-23T23:00,2009-10-24T05:00,Club Candela,Korte Leidsestraat 85-87,Amsterdam,NL,,,250,"Door:   5,00","Latin,  Pop","Dj Portilla, Dj Nxt, Dj Eye",
ADE Famous ,2009-10-23T23:00,2009-10-24T05:00,Club Home,Wagenstraat 4-7,Amsterdam,NL,52.366566,4.899401,,"Presale: 12,50 excl. fee",,"Jerome Isma-Ae (DE), Matthew Dekay (US), Glenn Morrison (US), Remy (NL), Ravene Voluz (BR)",
ADE Vuig* ,2009-10-23T23:00,2009-10-24T14:00,Club mp3,Voetboogstraat 3,Amsterdam,NL,,,,"Presale: 10,00 excl. feeDoor:  10,00",HouseMusic,,
ADE Floorplay ,2009-10-23T22:00,2009-10-24T05:00,Club NL,Nieuwezijds Voorburgwal 169,Amsterdam,NL,52.372064,4.891011,,"Presale: 10,00 excl. fee",,,
Latinxperience ,2009-10-23T22:00,2009-10-24T06:00,club Prime,Rembrandtplein 22,Amsterdam,NL,52.365739,4.896266,350,"Door:   7,00","Funky groovy LatinHouse,  Truehouse,  TecHouse","Real el Canario, Jean Elan, Mike L., Rob Boskamp, Dennis the Menace, Big World, Sergio Flores, Jodee Kitch, Jordan Rivera, Dj Q, Jay Buca, Le Mar, Mc Awi, Remko Smid on sax",
ADE: UPTOWN EXPRESS ,2009-10-23,,club UP (de Kring),Korte Leidsedwarsstraat 26-I,Amsterdam,NL,,,,"Presale: 8,00 excl. fee",Disco,"Daniel Wang ), Beppe Loda, Tom Trago, Tako, Disco Exota, Gstring, Marco & Orpheo), Marcus, Melchior, Strange Boutique, Afrobot",
De Heeren van Aemstel Live ,2009-10-23T22:30,,De Heeren van Aemstel,Thorbeckeplein 5,Amsterdam,NL,52.365552,4.895929,,,Nederlandstalig,,
ADE Disco Disco Yowsah! ,2009-10-23T22:00,2009-10-24T04:00,De Kring,Kleine Gartmansplantsoen 7-9,Amsterdam,NL,52.363575,4.883355,,"Presale: 8,00 excl. fee",Disco,"Daniel Wang (Rush Hour, US), Tom Trago (Rush Hour, NL), Tako (Salon des Amateurs/Disco Exota, NL), Gstring (Disco Exota, NL), Marco & Oprheu (Hand of God, NL), Strange Boutique (NL)",
Raymundo Invites Remaniax  ,2009-10-23T23:00,2009-10-24T03:00,De Kroon,Rembrandtplein 17,Amsterdam,NL,52.366492,4.8967,,Free entrance,"House,  Club,  Tech-House,  Electro","Raymundo, Remaniax",
ADE The Best Of Paul van Dyk ,2009-10-23T22:00,2009-10-24T05:00,Escape,Rembrandtplein 11,Amsterdam,NL,52.366428,4.896349,1300,"Presale: 22,50 excl. feeDoor:  27,50",,"Paul van Dyk, Giuseppe Ottaviani, Filo & Peri, Steve Mulder",
ADE The 5 Beats ,2009-10-23T23:00,2009-10-24T05:00,Escape deLux,Amstel 70,Amsterdam,NL,52.366994,4.896383,,"Presale: 12,50 excl. feeDoor:  15,00",,"Manoo (Real Tone, FR), Rocco (Real Tone, FR), Alix Alvarez (Sole Channel Music, US), Mr. V (Sole Channel Music, US), Franck Roger (Real Tone, FR)",
ADE Bateria ,2009-10-23T23:00,2009-10-24T04:00,Escape Studio,Amstel 70,Amsterdam,NL,52.366428,4.896349,250,"Presale: 12,50 excl. fee",Bass,,
ADE Heroes ,2009-10-23T22:00,2009-10-24T05:30,Flex Bar,Pazzanistraat 1,Amsterdam,NL,52.385827,4.871706,,"Presale: 12,00 excl. feeDoor:  15,00",Disco,,
ADE The Karaoke Bar Extra Long ,2009-10-23T23:00,2009-10-24T08:00,Godiva,Handboogstraat 15hs,Amsterdam,NL,52.373801,4.890935,,"Presale: 8,00 excl. feeDoor:  10,00","Techno,  Minimal","Matthijs Groos & Florian Rath (Minimaal Feestmaal, NL), Mark August (Cocoon, NL), Daso live (Spectral Sound, DE) , De Man Zonder Schaduw (Gasten Zonder Grenzen, NL), Daniel Mehlhart (Karmarouge, DE), Jama & Mystery guest (The Kar aoke Bar / Babylon, NL)",
ADE Groove Armada Presents: Blacklight ,2009-10-23T21:00,2009-10-24T06:00,Heineken Music Hall,Arena Boulevard 1,Amsterdam,NL,,,,"Presale: 35,00 excl. fee",,,
ADE Housexy ,2009-10-23T23:00,2009-10-24T05:00,Hotel Arena,'s-Gravesandestraat 51,Amsterdam,NL,52.360576,4.915968,,"Presale: 15,00 excl. feeDoor:  18,00",,"Freemasons (UK), Erick E, Dennis Christopher, Patrick Hagenaar, Greg van Bueren, Sebastian Davidson, Dekky, MC Choral",
ADE Stealth Live! ,2009-10-23T22:00,2009-10-24T05:00,Jimmy Woo,Korte Leidsedwarsstraat 18,Amsterdam,NL,52.364116,4.883464,550,"Presale: 15,00 excl. fee",,,
ADE Making Contakt ,2009-10-23T19:00,,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,"Presale: 10,00 excl. fee",,,
ADE Laurent Garnier (live) ,2009-10-23T20:30,2009-10-23T23:00,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,"Presale: 17,50 excl. fee",,,
ADE Dave Clarke presents ,2009-10-23T22:00,2009-10-24T05:00,Melkweg,Lijnbaansgracht 234a,Amsterdam,NL,52.364837,4.881273,,"Presale: 18,00 excl. fee",,,
ADE Studio Mtv Invites Topnotch ,2009-10-23T21:00,2009-10-24T04:00,MTV studios,TT. Neveritaweg 6,Amsterdam,NL,52.400121,4.893654,,"Presale: 10,00 excl. feeDoor:  10,00",hardere stijlen,,
ADE Piekup: Upon You ,2009-10-23T23:00,2009-10-24T09:00,Odeon Theater,Singel 460,Amsterdam,NL,,,1100,"Presale: 13,00 excl. feeDoor:  15,00","Techno,  minimal",,
"ADE Headquarters, Homebase For Beatlovers ",2009-10-23T21:00,2009-10-24T02:00,OneFourOne,Overtoom 141,Amsterdam,NL,52.362071,4.87295,,"Presale: 6,00 excl. fee",Hip Hop,,
ADE: Bomb Diggy ,2009-10-24T00:00,2009-10-23T05:00,OT301,Overtoom 301,Amsterdam,NL,52.360186,4.865394,400,"Presale: 10,00 excl. fee",,"Tommy Tequila (Benny Puree, NL), Makks (Bomb Diggy / Lemon Community, NL), Filastine (Soot records / Shockout, ES), Mataklap (Bomb Diggy / Plattegrond, NL), Daniel Haaksman (Man Recordings, DE), Octa Push (Iberian Records / Steakhouse, PT)",
