IN BED WITH SPACE,2008-10-25,23:00,2008-10-26,09:00,600.0,The Zebra,Korte Leidsedwarsstraat 14,52.364116,4.883464,15.00,15.00,,"[HOUSE, MINIMAL, TECHHOUSE, FUNK]","[SIN PLOMO, PLASTIK FUNK, ALEKSEY, ABEL RIBALLO, MAS DIGITAL, SANTITO, SCHAAMTELOOS DJS]",false,false
A SPACE DISCO INFERNO,2008-10-25,23:00,2008-10-26,06:00,420.0,Westerunie,Klönne Plein 4-6,52.386808,4.869991,15.00,20.00,,"[HOUSE, DISCO, MINIMAL]",,false,false
CONNECTED,2008-10-24,22:00,2008-10-25,05:00,420.0,Akhnaton,Nieuwezijds Kolk 25,52.376272,4.894322,7.00,7.00,300,"[MINIMAL, TECHNO]","[JAN LIEFHEBBER, RECOVERY SOUNDS, CHARLTON, HILLYWOOD BROTHERS, KYOSHI, PLAYAROUND, TEK-NO-BEE, VJ HOLZMEISTER & VJ ILLUMINATOR]",false,false
H2OVERDOSE MEETS TEASE,2008-10-24,22:00,2008-10-25,05:00,420.0,Kingdom Marcanti,Jan Van Galenstraat 6-10,52.375807,4.867107,10.00,10.00,1300,"[ELECTRO, TECHNO]","[DJ JURGEN, JOY DE LA ROSA, VELVET, AKNUBIS, O.T., STAY PUFT, BOBBY MASH]",false,false
DO YOU BELIEVE,2008-10-24,22:00,2008-10-25,04:00,360.0,Catacomb Amsterdam,Haarlemmerstraat 124c,52.380943,4.890287,8.00,10.00,220,"[PROGRESSIVE, GOATRANCE, PSYTRANCE]","[PETER ZEN, TWISTED TRAVELLERS, AVONTURA, ORAKEL]",false,false
MONSTERS,2008-10-24,23:00,2008-10-25,04:00,300.0,Club 8,Admiraal De Ruijterweg 56 B,52.371242,4.86195,6.00,6.00,,"[ELECTRO, HOUSE, BAILE FUNK]","[SICK GIRLS, KID RÊVE, BUM HEY, SALVADOR, BIN]",false,false
CASUAL FRIDAY,2008-10-24,23:00,2008-10-25,05:00,360.0,Club Ebony,Buikslotermeerplein 13,52.399372,4.935849,10.00,10.00,250,"[RNB, SWINGBEAT, HOUSE, ECLECTIC, BUBBLING, MERENGE, SALSA, SOU]","[ON ROTATION:DJ CLIFFHANGER, DJ OTMAR, DJ ROYALISTIC, DJ MIXIT]",false,false
PURPLE MUSIC LABEL NIGHT,2008-10-24,22:00,2008-10-25,05:00,420.0,Club Home,Wagenstraat 4-7,52.366566,4.899401,12.50,15.00,,[FUNK],"[JAIMIE LEWIS, RICHARD EARNSHAW, MEME, ALFRED AZETTO, PANEVINO, LUCA CASSANI, KEITH THOMPSON, GREG VAN BUEREN, LEROY STYLES, BORN 2 FUNK, TIMOTHY WATT, MIKE SCOT, BAZ]",false,false
NEW REPUBLIC & BIG BOSS,2008-10-24,21:00,2008-10-25,05:00,480.0,Club Roque,Amstel 178,52.366761,4.899383,10.00,10.00,200,[ECLECTIC],"[ROBBIE TAYLOR, QUINTEN DE ROZARIO, ROB BOSKAMP, DIRTCAPS, GEORGIO SCHULTZ, NOUVEAUBEATS, MC TJO KWAN, MC HAITS]",false,false
VONYC SESSIONS,2008-10-24,23:00,2008-10-25,05:00,360.0,Escape,Rembrandtplein 11,52.366428,4.896349,,,1300,,"[PAUL VAN DYK, JON OBIR, JON RUNDELL, KOSMAS EPSILON, BART VAN WISSEN, SEBASTIAN DAVIDSON, JORDI BOUMAN]",true,false
TRUE HOUSE MUSIC SHOWCASE,2008-10-24,23:00,2008-10-25,05:00,360.0,Escape Delux,Amstel 70,52.366428,4.896349,,,250,,"[RICKY RIVARO, DANIEL BOVIE & ROY ROX, T LOVE, MATT STYLES, RADIKAL ROY & DJ RAYMUNDO]",false,false
FFLEXBAR PRESENTS,2008-10-24,22:00,2008-10-25,05:00,420.0,Flex Bar,Pazzanistraat 1,52.385827,4.871706,,,,,"[SHINEDOE, 2000 AND ONE, DISTRICT ONE, KABALE UND LIEBE, DAVID LABEIJ, LAUHAUS, BORIS WERNER, DANIEL SANCHEZ]",false,false
LABEL SHOWCASE ECLECTIC FANTASTIC,2008-10-24,18:00,2008-10-24,21:00,180.0,Heineken The City,Amstelstraat 31,52.3662,4.899242,,,,[HOUSE],"[MELLY MEL, THE FLEXICAN, LEROY LEY, JAY-B, JIMMY CARRIS, TRUNKS]",false,false
KINGS OF ACE,2008-10-24,23:00,2008-10-25,06:00,420.0,Hotel Arena,'s-gravesandestraat 51,52.360576,4.915968,10.00,15.00,,"[HOUSE, TECH HOUSE, MINIMAL, TECHNO, ELECTRO, ECLECTIC]",,false,false
STEALTH,2008-10-24,23:00,2008-10-25,05:00,360.0,Jimmy Woo,Korte Leidsedwarsstraat 18,52.364116,4.883464,15.00,15.00,550,,"[LAIDBACK LUKE, BAGGI BEGOVIC, MUZZAIK, AGENT GREG, TOM DE NEEF, JESSE GARCIA, EDDIE THONEICK]",false,false
K-SPACE SESSIONS,2008-10-24,18:00,2008-10-24,21:30,210.0,K-space,Nieuwezijds Voorburgwal 262,52.371612,4.890314,0.00,0.00,,,"[MARCUS WORGULL, MICHAEL REINBOTH, PHREEK PLUS ONE, JAY SHEPHEARD]",false,false
MAJOR LEAGUE: FULL ON VINYL,2008-10-24,22:00,,,,Melkweg,Lijnbaansgracht 234a,52.364837,4.881273,15.00,15.00,,[DRUM N BASS],,false,false
RESIDENT ADVISOR & INNERVISIONS PRESENT A CR,2008-10-24,22:00,,,,Melkweg,Lijnbaansgracht 234a,52.364837,4.881273,15.00,15.00,,,,false,false
A CRITICAL MASS,2008-10-24,22:00,,,,Melkweg,Lijnbaansgracht 234a,52.364837,4.881273,15.00,15.00,,,"[HENRIK SCHWARZ, ÂME, DIXON, ADVISOR]",false,false
ELECTRONATION,2008-10-24,23:00,2008-10-25,05:00,360.0,Ms Stubnitz,Neveritaweg,52.401412,4.89436,10.00,13.00,,,"[PAWEL BLOT, ORGUE ELECTRONIQUE, ALEXANDER ROBOTNICK, LEGOWELT, BANGKOK IMPACT, TLR, EGYPT FRIEND INTESTINE, KASSEN, RUDE 66, ULTRADYNE, COSMIC FORCE, STEL-R]",false,false
EXPREZZ & KARMA PRODUCTIONS PRESENT: EXTRA,2008-10-24,23:00,2008-10-25,09:00,600.0,Odeon Theater,Singel 460,,,12.00,12.00,1100,,,false,false
LAST MAN STANDING PRODUCERS BATTLE,2008-10-24,21:00,,,,Onefourone,Overtoom 141,52.362071,4.87295,5.00,5.00,,"[DANCE, URBAN, HIP HOP, BREAKBEATS, BROKEN BEATS]",,false,false
MN2S MILK 'N' 2 SUGARS,2008-10-24,22:00,2008-10-25,04:00,360.0,Panama,Oostelijke Handelskade 4,52.374931,4.930309,15.00,20.00,1000,,,false,false
OI! DUB ATTACK PART III,2008-10-25,00:00,2008-10-24,05:00,-1140.0,Paradiso,Weteringschans,52.362277,4.883945,15.00,15.00,,"[DUBSTEP, GRIME]",[DJ CASPA & RUSKO |-|DJ CLUEKID & COTTI |-|DJ HATCHA |-|DJ GOMES AKA G-MAN |-|DJ OSIRIS |-||-|MC CRAZY D],false,false
STONEBRIDGE & FRIENDS,2008-10-24,22:00,2008-10-25,04:00,360.0,Rain,Rembrandtplein 44,52.365901,4.897413,12.00,12.00,,,"[STONEBRIDGE, REZA, LILJOEY, V!NK, VITO BENITO, IRWAN, RISHI ROMERO, DJ FLAVA, MARC MACROWLAND, ORLANDO, MC ICEMAN]",false,false
AGENT AUDIO SHOWCASE & PLASTIC DREAMS,2008-10-24,23:00,2008-10-25,05:00,360.0,De Kroon,Rembrandtplein 17,52.366253,4.897123,,,400,,"[ISIS, MICHEL DE HEY, DAVE ELLESMERE, REDNOSE DISTRIKT, PARRA SOUNDSYSTEM, JOOST VAN BELLEN, JODY MEYER]",false,false
365LIVE! FOR GEEKS & FREAKS,2008-10-24,20:00,2008-10-24,23:00,180.0,Sugarfactory,Lijnbaansgracht 238,52.364798,4.881735,,,450,,,false,false
JUNGSTAR: SURKIN & BOBMO,2008-10-24,23:00,2008-10-25,05:00,360.0,Sugarfactory,Lijnbaansgracht 238,52.364798,4.881735,12.50,12.50,450,,"[SURKIN, BOBMO, MELOMANICS, TOM TRAGO, THE WALK & ROGERSEVENTYTWO]",false,false
LABELLICIOUS,2008-10-24,21:00,2008-10-25,03:00,360.0,Supper,Jonge Roelensteeg 21,52.367547,4.888833,,,,,"[ZOË NOA, FRANKLIN REEVES, MARK DE LAAT, JAMA, ANDREW PHELAN, THE FINGERMONSTERS, LACHLAN SCOTLAND, ERIC SHARP]",false,false
"YES, PLEASE! ADE 2008",2008-10-24,21:00,2008-10-25,03:00,360.0,The Mansion,Hobbemastraat 2,52.361452,4.882344,10.00,10.00,,"[FUNKY HOUSE, SOULFUL HOUSE, JACKIN HOUSE, LOUNGE]","[PIERRE, GREG VAN BUEREN, PIPPI, RALF GUM, HANNA HAIS, DANNY MARQUEZ, SERGIO FLORES, LE ROI, SAMIR MASLO, BODDHI SATVA, MICHAEL CANITROT, ODED NIR, KING DREAD JAMES, CLAUDIA DI LEMME, JAY SERANO, CHAPPELL, LEWIS FERRIER, MAVIS ACQUAH, MASSIMO DACOSTA, NICOLAS VAUTIER, RACHEL CLAUDIO, DUTCHICAN SOUL]",false,false
NOPE IS DOPE MEETS MINISTRY OF SOUND,2008-10-24,23:00,2008-10-25,06:00,420.0,The Powerzone,Daniel Goedkoopstr. 1-3,52.343369,4.918505,15.00,15.00,3500,,"[DJ SNEAK, BENNY RODRIGUES, KENNETH G, SIDNEY SAMSON, QUINTINO, D-RASHID, BASSJACKERS, MISS SUGAWARE, APSTER, YASMIN LE BON, JAIMIE FANATIC, MC LADY BEE, MC V.I.]",false,false
COCOON GOES AMSTERDAM,2008-10-24,22:00,2008-10-25,06:00,480.0,The Sand,Rhoneweg 36/1,52.390402,4.824743,35.00,35.00,3000,,,false,false
JOHN DAHLBACK & MARK BROWN,2008-10-24,23:00,2008-10-25,09:00,600.0,The Zebra,Korte Leidsedwarsstraat 14,52.364116,4.883464,15.00,15.00,,"[HOUSE, TECHHOUSE]",,false,false
DEEJAYBOOKING.COM,2008-10-24,,,,,Vak Zuid,Olympisch Stadion 35,52.344575,4.854739,,,700,,"[CEVIN FISHER, KID MASSIVE, PROK & FITCH, BRIAN S, IVAN ROBLES, JORDAN RIVERA, AMIR BARBELL]",false,false
LOVELAND: FIRE! & T-DANSANT,2008-10-24,22:00,2008-10-25,06:00,480.0,Westerunie,Klönne Plein 4-6,,,20.00,20.00,,[FUNK],,false,false
"HIGH-SCHOOL \"\"ADE SPECIAL",2008-10-24,21:00,2008-10-25,04:00,420.0,Winston Int.,Warmoesstraat 131,,,7.50,7.50,400,"[AN, ECLECTIC, MIX OF, POP, 80S, 90S, TILL NOW, SOUL]",,false,false
VICE PARTY,2008-10-23,22:00,2008-10-24,03:00,300.0,Bitterzoet,Spuistraat 2,52.372263,4.88949,,,,,"[AUTOKRATZ, FAKE BLOOD, DRUMS OF DEATH  RODGER METTENDAY]",false,false
CLUB 1890,2008-10-23,21:00,2008-10-24,01:00,240.0,Cafe Anno 1890,Amstelveenseweg 1124,52.322458,4.857426,0.00,0.00,500,"[CLUB, DANCE CLASSICS MET WAT SALSA, NEDERLANDSTALIG]",[DJ CISCO],false,false
NEVER GROW UP,2008-10-23,23:00,2008-10-24,10:00,660.0,Club 8,Admiraal De Ruijterweg 56 B,52.371242,4.86195,,,250,,"[CARLOS VALDES, SANDRIEN, BRENT ROOZENDAAL & PITTO, MIKE RAVELLI & MR. MINOZ, MICHAEL ILLE BITCH VON L, ESTHER, JEROONY, OLIVIER WEITER, RICKETIC, VJ MEDIAONTWERPERS]",false,false
KINKY MALINKI & CLUB HOME PRESENT,2008-10-23,22:00,2008-10-24,04:00,360.0,Club Home,Wagenstraat 4-7,52.366566,4.899401,,,,,"[ATFC, DISCIPLE, STEVE MAC, JEROENSKI, DEKKY, MARK ROBINSON, GRANT RICHARDS]",false,false
DEEPHEAT / BEYOND BOOKINGS,2008-10-23,22:00,2008-10-24,04:00,360.0,Club Nl,Nieuwezijds Voorburgwal 169,52.372064,4.891011,,,,[FUNK],"[HARDSOUL, SERGIO FLORES  & DANNY MARQUEZ, STUDIO APARTMENT, LEROY STYLES, DJ FUDGE, JEROENSKI, BORN TO FUNK, DEKKY, MICHAEL CANITROT, MC DOROTHY SHERMAN, MC CROWN]",false,false
FRESH 40: SPECIAL LAUNCH PARTY,2008-10-23,18:00,2008-10-23,21:00,180.0,Club Roque,Amstel 178,52.366761,4.899383,10.00,10.00,,,"[ROB BOSKAMP, ROSE, SAN SEBASTIAN]",false,false
THE BELGIAN HOUSE MAFIA / USOB,2008-10-23,21:00,2008-10-24,04:00,420.0,Club Roque,Amstel 178,52.366761,4.899383,10.00,10.00,200,[ECLECTIC],"[SYKE N SUGAR, PHUNK INVESTIGATION, ROB BOSKAMP, SUNLOVER, DAVE LAMBERT, AMO & NAVAS, DANIE BOVIE & ROY ROX]",false,false
SOLARIZE NIGHT,2008-10-23,23:00,2008-10-24,05:00,360.0,De Kroon,Rembrandtplein 17,52.366492,4.8967,10.00,15.00,,,"[LEON BOLIER, GALEN BEHR, ANDY DUGUID, DAZZLE, JONAS STEUR, CLIFF COENRAAD, DJ OBSERVER, RE-WARD, WILL HOLLAND, KANE NELSON, MC DA SILVA]",false,false
FRANCHISE,2008-10-23,23:00,2008-10-24,04:00,300.0,Escape,Rembrandtplein 11,52.366428,4.896349,,,1300,,"[TOM NOVY, SARAH MAIN, GOLDFISH, EASY RYAN, JORDI BOUMAN, JAMIE WESTLAND, BILLY THE KLIT, DANI L MEBIUS, STEVEN QUARRE, DANNY FREAKAZOID, MARC BENJAMIN, TECHNICK]",false,false
TERMINAL M & GREAT STUFF RECORDINGS,2008-10-23,22:00,2008-10-24,05:00,420.0,Flex Bar,Pazzanistraat 1,52.385827,4.871706,,,,,"[MONIKA KRUSE, GREGOR TRESHER, ERMAN ERIM  LIVE, SOARES & UNDERS, TOMCRAFT, AUDIOJACK, BUTCH, RAINER WEICHHOLD]",false,false
SPECIAL,2008-10-23,21:00,2008-10-24,01:00,240.0,Getaway Café,Nieuwezijds Voorburgwal 250,52.371908,4.890596,0.00,0.00,,,"[MARKO NASTIC, MISS WENDY, ALEX MOTU, DEXON, FRANCA A.K.A. ELLE, JAYWALKER, ALES PHARMA]",false,false
LABEL SHOWCASE G-REX,2008-10-23,18:00,2008-10-23,21:00,180.0,Heineken The City,Amstelstraat 31,52.3662,4.899242,,,,[HOUSE],"[GREGOR SALTO, SIDNEY SAMSON, MADSKILLZ, TONY CHA CHA]",false,false
KRAAK & SMAAK PRESENTS PLASTIC PEOPLE,2008-10-23,23:00,2008-10-24,04:00,300.0,Hotel Arena,'s-gravesandestraat 51,52.360576,4.915968,15.00,15.00,,"[HOUSE, JAZZ, ECLECTIC]","[KRAAK & SMAAK, WICKED JAZZ SOUNDS]",false,false
SELLOUT SESSIONS: DON DIABLO,2008-10-23,23:00,2008-10-24,04:00,300.0,Jimmy Woo,Korte Leidsedwarsstraat 18,52.364116,4.883464,12.00,12.00,550,,"[DON DIABLO, AUDIO BULLYS, MANGA, EXAMPLE, MC MELODEE, MC BIZZEY]",false,false
K-SPACE SESSIONS PRESENTS,2008-10-23,18:00,2008-10-23,21:30,210.0,K-space,Nieuwezijds Voorburgwal 262,52.371612,4.890314,,,,,"[GILLES PETERSON, LEFTO, BPM, LOPAZZ, PATRICE BÄUMEL]",false,false
KLINCH: DAVE CLARKE PRESENTS,2008-10-23,22:00,,,,Melkweg,Lijnbaansgracht 234a,52.364837,4.881273,16.00,16.00,,,,false,false
NOKIA TRENDS LAB,2008-10-23,21:00,2008-10-24,05:00,480.0,Mtv Studios,Tt. Neveritaweg 6,52.400121,4.893654,,,,,"[BENNY RODRIGUES, TERRY TONER, JOSH WINK, DJULZ, STEVE BUG]",false,false
EXTREMA PRESENTS: TOOLROOM KNIGHTS,2008-10-23,23:00,2008-10-24,06:00,420.0,Odeon Theater,Singel 460,,,12.50,12.50,1100,"[TECHNO, MINIMAL, HOUSE, FUNK, ELECTRO, CLUB]","[FUNKAGENDA, DAVE SPOON, MARK KNIGHT, D. RAMIREZ, RENE AMESZ, EDWIN OOSTERWAL, MARK AUGUST, JORIS VOORN, QUINCE, MICHEAL ILLE BITCH VON L, ERIC DE MAN, PETE GRIFFITHS & GEORGE ANDREWS, INFINITIZE, PATCH PARK]",false,false
WHE ARE NOT DEAD YET O.A.  NOISIA,2008-10-23,20:00,,,,Onefourone,Overtoom 141,52.362071,4.87295,6.00,6.00,,"[DANCE, URBAN, BREAKBEATS, DRUM N BASS, BROKEN BEATS]",,false,false
ONE NIGHT ONLY,2008-10-23,22:00,2008-10-24,04:00,360.0,Panama,Oostelijke Handelskade 4,52.374931,4.930309,,,1000,,"[VICTOR CALDERONE, MISSTRESS BARBARA, ADULTNAPPER, FUNKERMAN, D.O.N.S., THE CUBE GUYS, EDDIE THONEICK, PROK & FITCH, MUZZAIK, BELOCCA & SONEEC]",false,false
STELLA POLARIS PRESENTS: TRENTEMØLLER,2008-10-23,23:00,2008-10-24,05:00,360.0,Paradiso,Weteringschans 6-8,52.362277,4.883945,,,1300,,"[TRENTEMØLLER, LULU ROUGE]",false,false
FIERCE ANGEL,2008-10-23,22:00,2008-10-24,05:00,420.0,Rain,Rembrandtplein 44,52.365901,4.897413,10.00,15.00,,,"[MARK DOYLE, FEDOR LIMJOCO, DENNIZ, JOSHUA WALTER, TOM BOYE, MIKE VAN LOON, ROBERT FEELGOOD, EDUARDO RAMIREZ, NOELLE, FRANCK, MC KNOWLEDJE, MC CHORAL, MC PRYME, FRANK THE TANK, SAXY MR. S.]",false,false
WKND PRESENTS: FREERANGE & 8BIT LABEL NIGHT,2008-10-23,23:00,2008-10-24,04:00,300.0,De Kroon,Rembrandtplein 17,52.366253,4.897123,10.00,10.00,400,[HOUSE],"[JIMPSTER, NICK CURLY, SHUR I KAN, GORGE, TIMSTR]",false,false
INSIDE LOOK PRODUCER WORKSHOP: VINCE WATSON,2008-10-23,19:00,2008-10-23,20:00,60.0,Studio/k,Timorplein 62,52.365581,4.935035,15.00,15.00,,,[VINCE WATSON],false,false
TEAM RECORDS LABEL NIGHT,2008-10-23,22:00,2008-10-24,04:00,360.0,Studio/k,Timorplein 62,52.365581,4.935035,8.00,8.00,,,"[T!M, VINCE WATSON, PHILOGRESZ, SHIRAZI]",false,false
VREEMD GOES FORWARD,2008-10-23,23:00,2008-10-24,05:00,360.0,Sugarfactory,Lijnbaansgracht 238,52.364798,4.881735,,,450,,"[DEKMANTEL, FRANÇOIS K, BEAT PHARMACY, TEDD PATTERSON, JOHN DALY, FRANÇOIS K, VREEMDE VJS]",false,false
JEALOUSY: NINE SINS,2008-10-23,21:00,2008-10-24,01:00,240.0,Supper,Jonge Roelensteeg 21,52.367547,4.888833,,,,,"[MICHAEL ANTHONY, MARC ROBIJN, PATHAAN  & ALAN LUNA]",false,false
NITEWORKS RECORDINGS,2008-10-23,21:00,2008-10-24,03:00,360.0,The Mansion,Hobbemastraat 2,52.361452,4.882344,10.00,10.00,,,"[MIKE VANDEE, ALANKARA, JAZZY D, ELTONIO ESTAVEZ, RYAN DELARGO, DANNY DIOR, MIKE BENDORPH, GROOVEMASTER JOHNSON]",false,false
DEEJAYBOOKING.COM SHOWCASE,2008-10-23,23:00,2008-10-24,04:00,300.0,The Powerzone,Daniel Goedkoopstr. 1-3,52.343369,4.918505,,,3500,[FUNK],"[JUNIOR JACK & KID CREME, MILK & SUGAR, JEAN CLAUDE ADES, EDDIE THONEICK, PATRIC LA FUNK]",false,true
SHARAM DEEPDISH,2008-10-23,23:00,2008-10-24,09:00,600.0,The Zebra,Korte Leidsedwarsstraat 14,52.364116,4.883464,15.00,15.00,,[BASS],"[SHARAM, NIC FANCIULLI, GOODGRIP, FULLSCALE, ROBERT FEELGOOD, RISHI BASS|-| + VERY SPECIAL INTERNATIONAL GUEST!]",false,false
